hourstamp,actual_kwh,charged_price_ct,spot_ct
2026-06-16 00:00:00,4.766,42.78,9.396
2026-06-16 00:15:00,2.992,39.45,9.189
2026-06-16 00:30:00,1.0,38.35,9.061
2026-06-16 00:45:00,2.433,38.35,8.941
2026-06-16 01:00:00,0.413,38.35,8.811
2026-06-16 01:15:00,0.326,38.35,8.693
2026-06-16 01:30:00,0.298,38.35,8.646
2026-06-16 01:45:00,0.267,38.35,8.578
2026-06-16 02:00:00,0.355,38.35,8.532
2026-06-16 02:15:00,0.831,38.35,8.466
2026-06-16 02:30:00,2.2,38.35,8.456
2026-06-16 02:45:00,1.072,38.35,8.441
2026-06-16 03:00:00,0.427,38.35,8.353
2026-06-16 03:15:00,0.301,38.35,8.362
2026-06-16 03:30:00,0.354,38.35,8.417
2026-06-16 03:45:00,0.321,38.35,8.468
2026-06-16 04:00:00,0.269,38.35,8.461
2026-06-16 04:15:00,0.278,38.35,8.543
2026-06-16 04:30:00,0.316,38.35,8.719
2026-06-16 04:45:00,1.269,38.35,8.932
2026-06-16 05:00:00,1.051,38.35,8.963
2026-06-16 05:15:00,0.344,38.35,9.305
2026-06-16 05:30:00,0.308,38.35,9.594
2026-06-16 05:45:00,1.686,38.35,9.962
2026-06-16 06:00:00,6.448,43.8,10.59
2026-06-16 06:15:00,4.28,44.08,10.924
2026-06-16 06:30:00,4.346,41.09,11.065
2026-06-16 06:45:00,4.295,44.21,11.074
2026-06-16 07:00:00,3.067,48.09,12.011
2026-06-16 07:15:00,3.72,51.06,11.861
2026-06-16 07:30:00,8.83,60.2,11.668
2026-06-16 07:45:00,15.321,63.0,11.243
2026-06-16 08:00:00,10.713,63.3,11.68
2026-06-16 08:15:00,6.213,59.8,11.12
2026-06-16 08:30:00,6.92,56.33,10.64
2026-06-16 08:45:00,7.313,59.02,10.046
2026-06-16 09:00:00,7.12,58.71,9.615
2026-06-16 09:15:00,8.199,58.26,8.993
2026-06-16 09:30:00,6.222,57.94,8.56
2026-06-16 09:45:00,9.004,57.64,8.134
2026-06-16 10:00:00,7.257,57.15,7.465
2026-06-16 10:15:00,7.986,56.88,7.086
2026-06-16 10:30:00,9.526,53.48,6.845
2026-06-16 10:45:00,7.162,56.52,6.591
2026-06-16 11:00:00,8.724,59.34,6.024
2026-06-16 11:15:00,8.01,59.2,5.817
2026-06-16 11:30:00,9.7,59.12,5.712
2026-06-16 11:45:00,7.659,62.29,5.597
2026-06-16 12:00:00,9.195,65.22,5.1
2026-06-16 12:15:00,9.76,61.87,4.975
2026-06-16 12:30:00,7.637,61.86,4.953
2026-06-16 12:45:00,8.461,61.83,4.905
2026-06-16 13:00:00,7.56,58.24,4.449
2026-06-16 13:15:00,7.323,58.34,4.597
2026-06-16 13:30:00,7.62,61.7,4.726
2026-06-16 13:45:00,8.704,61.83,4.917
2026-06-16 14:00:00,8.385,61.71,4.731
2026-06-16 14:15:00,9.565,58.69,5.091
2026-06-16 14:30:00,7.577,55.7,5.465
2026-06-16 14:45:00,8.182,59.26,5.906
2026-06-16 15:00:00,8.317,59.34,6.02
2026-06-16 15:15:00,10.292,59.72,6.557
2026-06-16 15:30:00,10.065,60.03,7.002
2026-06-16 15:45:00,9.906,60.42,7.561
2026-06-16 16:00:00,11.247,63.79,7.822
2026-06-16 16:15:00,11.625,64.14,8.333
2026-06-16 16:30:00,12.447,64.42,8.755
2026-06-16 16:45:00,14.636,67.9,9.233
2026-06-16 17:00:00,19.143,68.53,10.193
2026-06-16 17:15:00,16.871,65.59,10.475
2026-06-16 17:30:00,17.719,65.81,10.81
2026-06-16 17:45:00,18.469,66.05,11.169
2026-06-16 18:00:00,17.803,66.82,12.304
2026-06-16 18:15:00,16.024,66.84,12.339
2026-06-16 18:30:00,16.316,66.96,12.511
2026-06-16 18:45:00,13.742,63.95,12.61
2026-06-16 19:00:00,15.492,64.6,13.539
2026-06-16 19:15:00,10.6,61.43,13.364
2026-06-16 19:30:00,10.227,61.35,13.254
2026-06-16 19:45:00,9.571,61.36,13.275
2026-06-16 20:00:00,8.534,58.42,13.423
2026-06-16 20:15:00,8.354,55.15,13.142
2026-06-16 20:30:00,5.215,54.97,12.914
2026-06-16 20:45:00,7.081,54.69,12.56
2026-06-16 21:00:00,5.939,57.57,12.291
2026-06-16 21:15:00,7.464,57.24,11.849
2026-06-16 21:30:00,6.241,57.03,11.572
2026-06-16 21:45:00,8.656,56.75,11.198
2026-06-16 22:00:00,5.608,56.61,11.015
2026-06-16 22:15:00,3.626,50.05,10.599
2026-06-16 22:30:00,3.985,46.75,10.386
2026-06-16 22:45:00,3.044,46.47,10.045
2026-06-16 23:00:00,3.955,46.35,9.894
2026-06-16 23:15:00,3.84,46.13,9.637
2026-06-16 23:30:00,2.2,42.83,9.456
2026-06-16 23:45:00,2.395,42.67,9.258
