hourstamp,actual_kwh,charged_price_ct,spot_ct
2026-07-14 00:00:00,4.875,42.78,9.396
2026-07-14 00:15:00,2.993,39.45,9.189
2026-07-14 00:30:00,1.032,38.35,9.061
2026-07-14 00:45:00,2.407,38.35,8.941
2026-07-14 01:00:00,0.398,38.35,8.811
2026-07-14 01:15:00,0.405,38.35,8.693
2026-07-14 01:30:00,0.386,38.35,8.646
2026-07-14 01:45:00,0.372,38.35,8.578
2026-07-14 02:00:00,0.382,38.35,8.532
2026-07-14 02:15:00,0.978,38.35,8.466
2026-07-14 02:30:00,1.892,38.35,8.456
2026-07-14 02:45:00,1.3,38.35,8.441
2026-07-14 03:00:00,0.544,38.35,8.353
2026-07-14 03:15:00,0.369,38.35,8.362
2026-07-14 03:30:00,0.344,38.35,8.417
2026-07-14 03:45:00,0.325,38.35,8.468
2026-07-14 04:00:00,0.41,38.35,8.461
2026-07-14 04:15:00,0.381,38.35,8.543
2026-07-14 04:30:00,0.429,38.35,8.719
2026-07-14 04:45:00,1.336,38.35,8.932
2026-07-14 05:00:00,1.101,38.35,8.963
2026-07-14 05:15:00,0.362,38.35,9.305
2026-07-14 05:30:00,0.411,38.35,9.594
2026-07-14 05:45:00,2.171,38.35,9.962
2026-07-14 06:00:00,6.15,43.8,10.59
2026-07-14 06:15:00,5.411,44.08,10.924
2026-07-14 06:30:00,5.309,41.09,11.065
2026-07-14 06:45:00,4.807,44.21,11.074
2026-07-14 07:00:00,4.076,48.09,12.011
2026-07-14 07:15:00,4.021,51.06,11.861
2026-07-14 07:30:00,9.578,60.2,11.668
2026-07-14 07:45:00,18.073,63.0,11.243
2026-07-14 08:00:00,12.705,63.3,11.68
2026-07-14 08:15:00,8.799,59.8,11.12
2026-07-14 08:30:00,9.649,56.33,10.64
2026-07-14 08:45:00,11.012,59.02,10.046
2026-07-14 09:00:00,10.484,58.71,9.615
2026-07-14 09:15:00,10.418,58.26,8.993
2026-07-14 09:30:00,9.441,57.94,8.56
2026-07-14 09:45:00,13.012,57.64,8.134
2026-07-14 10:00:00,8.392,57.15,7.465
2026-07-14 10:15:00,8.176,56.88,7.086
2026-07-14 10:30:00,8.159,53.48,6.845
2026-07-14 10:45:00,10.079,56.52,6.591
2026-07-14 11:00:00,9.372,59.34,6.024
2026-07-14 11:15:00,10.838,59.2,5.817
2026-07-14 11:30:00,10.43,59.12,5.712
2026-07-14 11:45:00,9.7,62.29,5.597
2026-07-14 12:00:00,8.78,65.22,5.1
2026-07-14 12:15:00,11.641,61.87,4.975
2026-07-14 12:30:00,9.567,61.86,4.953
2026-07-14 12:45:00,9.843,61.83,4.905
2026-07-14 13:00:00,9.915,58.24,4.449
2026-07-14 13:15:00,11.364,58.34,4.597
2026-07-14 13:30:00,9.653,61.7,4.726
2026-07-14 13:45:00,12.321,61.83,4.917
2026-07-14 14:00:00,9.646,61.71,4.731
2026-07-14 14:15:00,10.392,58.69,5.091
2026-07-14 14:30:00,9.913,55.7,5.465
2026-07-14 14:45:00,11.664,59.26,5.906
2026-07-14 15:00:00,11.96,59.34,6.02
2026-07-14 15:15:00,10.18,59.72,6.557
2026-07-14 15:30:00,10.48,60.03,7.002
2026-07-14 15:45:00,10.936,60.42,7.561
2026-07-14 16:00:00,10.53,63.79,7.822
2026-07-14 16:15:00,13.905,64.14,8.333
2026-07-14 16:30:00,14.671,64.42,8.755
2026-07-14 16:45:00,18.432,67.9,9.233
2026-07-14 17:00:00,21.33,68.53,10.193
2026-07-14 17:15:00,24.408,65.59,10.475
2026-07-14 17:30:00,15.683,65.81,10.81
2026-07-14 17:45:00,16.71,66.05,11.169
2026-07-14 18:00:00,23.007,66.82,12.304
2026-07-14 18:15:00,23.738,66.84,12.339
2026-07-14 18:30:00,17.365,66.96,12.511
2026-07-14 18:45:00,15.929,63.95,12.61
2026-07-14 19:00:00,14.141,64.6,13.539
2026-07-14 19:15:00,13.086,61.43,13.364
2026-07-14 19:30:00,9.819,61.35,13.254
2026-07-14 19:45:00,9.502,61.36,13.275
2026-07-14 20:00:00,12.271,58.42,13.423
2026-07-14 20:15:00,7.108,55.15,13.142
2026-07-14 20:30:00,6.166,54.97,12.914
2026-07-14 20:45:00,8.093,54.69,12.56
2026-07-14 21:00:00,9.282,57.57,12.291
2026-07-14 21:15:00,8.042,57.24,11.849
2026-07-14 21:30:00,7.342,57.03,11.572
2026-07-14 21:45:00,6.806,56.75,11.198
2026-07-14 22:00:00,7.357,56.61,11.015
2026-07-14 22:15:00,6.363,50.05,10.599
2026-07-14 22:30:00,4.666,46.75,10.386
2026-07-14 22:45:00,3.542,46.47,10.045
2026-07-14 23:00:00,4.24,46.35,9.894
2026-07-14 23:15:00,4.506,46.13,9.637
2026-07-14 23:30:00,2.795,42.83,9.456
2026-07-14 23:45:00,2.559,42.67,9.258
