hourstamp,actual_kwh,charged_price_ct,spot_ct
2026-06-25 00:00:00,4.646,42.78,9.396
2026-06-25 00:15:00,3.854,39.45,9.189
2026-06-25 00:30:00,5.554,42.5,9.061
2026-06-25 00:45:00,1.314,38.35,8.941
2026-06-25 01:00:00,0.425,38.35,8.811
2026-06-25 01:15:00,0.521,38.35,8.693
2026-06-25 01:30:00,1.828,38.35,8.646
2026-06-25 01:45:00,1.021,38.35,8.578
2026-06-25 02:00:00,0.669,38.35,8.532
2026-06-25 02:15:00,0.296,38.35,8.466
2026-06-25 02:30:00,0.379,38.35,8.456
2026-06-25 02:45:00,0.396,38.35,8.441
2026-06-25 03:00:00,0.484,38.35,8.353
2026-06-25 03:15:00,0.577,38.35,8.362
2026-06-25 03:30:00,1.029,38.35,8.417
2026-06-25 03:45:00,0.869,38.35,8.468
2026-06-25 04:00:00,0.356,38.35,8.461
2026-06-25 04:15:00,0.311,38.35,8.543
2026-06-25 04:30:00,0.347,38.35,8.719
2026-06-25 04:45:00,0.332,38.35,8.932
2026-06-25 05:00:00,0.358,38.35,8.963
2026-06-25 05:15:00,1.287,38.35,9.305
2026-06-25 05:30:00,2.698,38.35,9.594
2026-06-25 05:45:00,0.827,38.35,9.962
2026-06-25 06:00:00,5.1,40.67,10.59
2026-06-25 06:15:00,5.322,44.08,10.924
2026-06-25 06:30:00,4.678,41.09,11.065
2026-06-25 06:45:00,6.949,47.32,11.074
2026-06-25 07:00:00,5.205,51.18,12.011
2026-06-25 07:15:00,5.327,51.06,11.861
2026-06-25 07:30:00,9.029,57.1,11.668
2026-06-25 07:45:00,12.162,63.0,11.243
2026-06-25 08:00:00,15.905,63.3,11.68
2026-06-25 08:15:00,9.997,59.8,11.12
2026-06-25 08:30:00,9.878,59.45,10.64
2026-06-25 08:45:00,9.417,59.02,10.046
2026-06-25 09:00:00,12.976,58.71,9.615
2026-06-25 09:15:00,8.525,58.26,8.993
2026-06-25 09:30:00,9.332,57.94,8.56
2026-06-25 09:45:00,11.766,57.64,8.134
2026-06-25 10:00:00,11.064,57.15,7.465
2026-06-25 10:15:00,10.803,56.88,7.086
2026-06-25 10:30:00,8.84,59.92,6.845
2026-06-25 10:45:00,10.857,56.52,6.591
2026-06-25 11:00:00,13.454,56.11,6.024
2026-06-25 11:15:00,9.145,59.2,5.817
2026-06-25 11:30:00,8.405,59.12,5.712
2026-06-25 11:45:00,8.953,59.04,5.597
2026-06-25 12:00:00,11.988,58.7,5.1
2026-06-25 12:15:00,11.08,58.61,4.975
2026-06-25 12:30:00,10.431,61.86,4.953
2026-06-25 12:45:00,12.282,61.83,4.905
2026-06-25 13:00:00,11.975,61.52,4.449
2026-06-25 13:15:00,9.942,61.62,4.597
2026-06-25 13:30:00,9.638,61.7,4.726
2026-06-25 13:45:00,12.087,61.83,4.917
2026-06-25 14:00:00,11.972,64.98,4.731
2026-06-25 14:15:00,10.424,65.21,5.091
2026-06-25 14:30:00,10.426,65.45,5.465
2026-06-25 14:45:00,9.796,65.74,5.906
2026-06-25 15:00:00,15.551,65.82,6.02
2026-06-25 15:15:00,19.789,66.17,6.557
2026-06-25 15:30:00,17.22,66.45,7.002
2026-06-25 15:45:00,16.942,63.62,7.561
2026-06-25 16:00:00,11.925,63.79,7.822
2026-06-25 16:15:00,17.384,67.32,8.333
2026-06-25 16:30:00,17.254,67.59,8.755
2026-06-25 16:45:00,15.442,64.75,9.233
2026-06-25 17:00:00,21.61,65.39,10.193
2026-06-25 17:15:00,26.801,68.71,10.475
2026-06-25 17:30:00,28.852,65.81,10.81
2026-06-25 17:45:00,20.69,66.05,11.169
2026-06-25 18:00:00,20.395,66.82,12.304
2026-06-25 18:15:00,21.178,66.84,12.339
2026-06-25 18:30:00,17.702,66.96,12.511
2026-06-25 18:45:00,15.156,63.95,12.61
2026-06-25 19:00:00,16.815,64.6,13.539
2026-06-25 19:15:00,15.036,64.48,13.364
2026-06-25 19:30:00,12.017,61.35,13.254
2026-06-25 19:45:00,12.861,61.36,13.275
2026-06-25 20:00:00,13.599,61.47,13.423
2026-06-25 20:15:00,8.593,61.27,13.142
2026-06-25 20:30:00,11.673,61.1,12.914
2026-06-25 20:45:00,9.213,60.84,12.56
2026-06-25 21:00:00,10.211,57.57,12.291
2026-06-25 21:15:00,8.002,57.24,11.849
2026-06-25 21:30:00,6.916,53.93,11.572
2026-06-25 21:45:00,6.904,53.64,11.198
2026-06-25 22:00:00,4.464,50.38,11.015
2026-06-25 22:15:00,3.118,46.93,10.599
2026-06-25 22:30:00,2.432,38.35,10.386
2026-06-25 22:45:00,1.817,38.35,10.045
2026-06-25 23:00:00,1.908,38.35,9.894
2026-06-25 23:15:00,3.652,42.99,9.637
2026-06-25 23:30:00,3.388,42.83,9.456
2026-06-25 23:45:00,3.348,42.67,9.258
