hourstamp,actual_kwh,charged_price_ct,spot_ct
2026-07-22 00:00:00,4.089,42.78,9.396
2026-07-22 00:15:00,2.828,38.35,9.189
2026-07-22 00:30:00,1.476,38.35,9.061
2026-07-22 00:45:00,0.309,38.35,8.941
2026-07-22 01:00:00,1.787,38.35,8.811
2026-07-22 01:15:00,1.14,38.35,8.693
2026-07-22 01:30:00,0.446,38.35,8.646
2026-07-22 01:45:00,1.91,38.35,8.578
2026-07-22 02:00:00,1.473,38.35,8.532
2026-07-22 02:15:00,2.07,38.35,8.466
2026-07-22 02:30:00,2.098,38.35,8.456
2026-07-22 02:45:00,0.735,38.35,8.441
2026-07-22 03:00:00,0.304,38.35,8.353
2026-07-22 03:15:00,0.575,38.35,8.362
2026-07-22 03:30:00,0.773,38.35,8.417
2026-07-22 03:45:00,1.208,38.35,8.468
2026-07-22 04:00:00,0.917,38.35,8.461
2026-07-22 04:15:00,0.709,38.35,8.543
2026-07-22 04:30:00,0.631,38.35,8.719
2026-07-22 04:45:00,0.389,38.35,8.932
2026-07-22 05:00:00,1.712,38.35,8.963
2026-07-22 05:15:00,0.386,38.35,9.305
2026-07-22 05:30:00,0.268,38.35,9.594
2026-07-22 05:45:00,0.262,38.35,9.962
2026-07-22 06:00:00,0.938,38.35,10.59
2026-07-22 06:15:00,4.107,40.97,10.924
2026-07-22 06:30:00,4.651,41.09,11.065
2026-07-22 06:45:00,3.576,41.1,11.074
2026-07-22 07:00:00,0.947,41.92,12.011
2026-07-22 07:15:00,2.23,47.97,11.861
2026-07-22 07:30:00,4.91,54.0,11.668
2026-07-22 07:45:00,7.539,59.89,11.243
2026-07-22 08:00:00,11.66,60.21,11.68
2026-07-22 08:15:00,10.455,59.8,11.12
2026-07-22 08:30:00,9.612,59.45,10.64
2026-07-22 08:45:00,9.403,59.02,10.046
2026-07-22 09:00:00,8.331,58.71,9.615
2026-07-22 09:15:00,8.202,58.26,8.993
2026-07-22 09:30:00,6.023,54.77,8.56
2026-07-22 09:45:00,8.731,57.64,8.134
2026-07-22 10:00:00,9.823,57.15,7.465
2026-07-22 10:15:00,9.586,56.88,7.086
2026-07-22 10:30:00,10.053,56.7,6.845
2026-07-22 10:45:00,9.836,56.52,6.591
2026-07-22 11:00:00,5.479,56.11,6.024
2026-07-22 11:15:00,7.284,55.95,5.817
2026-07-22 11:30:00,6.331,55.88,5.712
2026-07-22 11:45:00,9.543,55.8,5.597
2026-07-22 12:00:00,6.859,58.7,5.1
2026-07-22 12:15:00,7.891,58.61,4.975
2026-07-22 12:30:00,6.509,58.59,4.953
2026-07-22 12:45:00,6.916,58.56,4.905
2026-07-22 13:00:00,6.73,58.24,4.449
2026-07-22 13:15:00,7.753,58.34,4.597
2026-07-22 13:30:00,7.579,58.43,4.726
2026-07-22 13:45:00,9.562,58.57,4.917
2026-07-22 14:00:00,9.432,58.44,4.731
2026-07-22 14:15:00,12.989,58.69,5.091
2026-07-22 14:30:00,8.305,58.95,5.465
2026-07-22 14:45:00,7.178,62.5,5.906
2026-07-22 15:00:00,9.233,59.34,6.02
2026-07-22 15:15:00,10.138,59.72,6.557
2026-07-22 15:30:00,7.388,60.03,7.002
2026-07-22 15:45:00,9.648,60.42,7.561
2026-07-22 16:00:00,10.556,60.6,7.822
2026-07-22 16:15:00,9.408,64.14,8.333
2026-07-22 16:30:00,8.688,64.42,8.755
2026-07-22 16:45:00,11.205,64.75,9.233
2026-07-22 17:00:00,15.368,65.39,10.193
2026-07-22 17:15:00,16.659,65.59,10.475
2026-07-22 17:30:00,21.644,65.81,10.81
2026-07-22 17:45:00,17.021,66.05,11.169
2026-07-22 18:00:00,16.095,63.74,12.304
2026-07-22 18:15:00,13.981,63.76,12.339
2026-07-22 18:30:00,11.549,63.88,12.511
2026-07-22 18:45:00,12.036,63.95,12.61
2026-07-22 19:00:00,13.526,64.6,13.539
2026-07-22 19:15:00,15.727,64.48,13.364
2026-07-22 19:30:00,11.444,61.35,13.254
2026-07-22 19:45:00,11.164,61.36,13.275
2026-07-22 20:00:00,7.476,61.47,13.423
2026-07-22 20:15:00,6.287,61.27,13.142
2026-07-22 20:30:00,10.609,61.1,12.914
2026-07-22 20:45:00,7.582,57.77,12.56
2026-07-22 21:00:00,6.733,57.57,12.291
2026-07-22 21:15:00,6.06,57.24,11.849
2026-07-22 21:30:00,5.21,53.93,11.572
2026-07-22 21:45:00,6.469,50.53,11.198
2026-07-22 22:00:00,3.982,53.5,11.015
2026-07-22 22:15:00,4.287,50.05,10.599
2026-07-22 22:30:00,3.01,46.75,10.386
2026-07-22 22:45:00,3.202,43.33,10.045
2026-07-22 23:00:00,2.237,40.06,9.894
2026-07-22 23:15:00,1.935,39.84,9.637
2026-07-22 23:30:00,2.867,42.83,9.456
2026-07-22 23:45:00,2.454,42.67,9.258
