hourstamp,actual_kwh,charged_price_ct,spot_ct
2026-06-19 00:00:00,4.063,39.63,9.396
2026-06-19 00:15:00,2.815,38.35,9.189
2026-06-19 00:30:00,4.576,38.35,9.061
2026-06-19 00:45:00,4.923,42.4,8.941
2026-06-19 01:00:00,3.199,38.35,8.811
2026-06-19 01:15:00,3.115,38.35,8.693
2026-06-19 01:30:00,4.027,38.97,8.646
2026-06-19 01:45:00,2.18,38.35,8.578
2026-06-19 02:00:00,0.421,38.35,8.532
2026-06-19 02:15:00,0.443,38.35,8.466
2026-06-19 02:30:00,0.387,38.35,8.456
2026-06-19 02:45:00,0.331,38.35,8.441
2026-06-19 03:00:00,0.463,38.35,8.353
2026-06-19 03:15:00,0.429,38.35,8.362
2026-06-19 03:30:00,0.513,38.35,8.417
2026-06-19 03:45:00,1.072,38.35,8.468
2026-06-19 04:00:00,1.31,38.35,8.461
2026-06-19 04:15:00,0.754,38.35,8.543
2026-06-19 04:30:00,0.436,38.35,8.719
2026-06-19 04:45:00,0.398,38.35,8.932
2026-06-19 05:00:00,0.375,38.35,8.963
2026-06-19 05:15:00,0.331,38.35,9.305
2026-06-19 05:30:00,0.351,38.35,9.594
2026-06-19 05:45:00,0.886,38.35,9.962
2026-06-19 06:00:00,1.605,38.35,10.59
2026-06-19 06:15:00,2.851,38.35,10.924
2026-06-19 06:30:00,4.623,44.2,11.065
2026-06-19 06:45:00,6.233,47.32,11.074
2026-06-19 07:00:00,4.357,51.18,12.011
2026-06-19 07:15:00,7.271,54.15,11.861
2026-06-19 07:30:00,10.545,57.1,11.668
2026-06-19 07:45:00,12.279,59.89,11.243
2026-06-19 08:00:00,12.164,60.21,11.68
2026-06-19 08:15:00,15.987,62.91,11.12
2026-06-19 08:30:00,16.978,62.57,10.64
2026-06-19 08:45:00,17.258,62.16,10.046
2026-06-19 09:00:00,16.149,65.0,9.615
2026-06-19 09:15:00,13.828,64.58,8.993
2026-06-19 09:30:00,14.942,61.12,8.56
2026-06-19 09:45:00,12.806,60.82,8.134
2026-06-19 10:00:00,11.976,60.35,7.465
2026-06-19 10:15:00,9.862,63.3,7.086
2026-06-19 10:30:00,12.956,63.13,6.845
2026-06-19 10:45:00,13.125,62.96,6.591
2026-06-19 11:00:00,11.386,62.58,6.024
2026-06-19 11:15:00,10.335,62.44,5.817
2026-06-19 11:30:00,15.15,62.37,5.712
2026-06-19 11:45:00,8.955,65.54,5.597
2026-06-19 12:00:00,11.329,61.96,5.1
2026-06-19 12:15:00,11.468,65.14,4.975
2026-06-19 12:30:00,9.924,65.12,4.953
2026-06-19 12:45:00,10.097,61.83,4.905
2026-06-19 13:00:00,10.993,61.52,4.449
2026-06-19 13:15:00,10.728,61.62,4.597
2026-06-19 13:30:00,11.758,61.7,4.726
2026-06-19 13:45:00,8.678,65.1,4.917
2026-06-19 14:00:00,11.138,61.71,4.731
2026-06-19 14:15:00,11.698,65.21,5.091
2026-06-19 14:30:00,13.608,62.2,5.465
2026-06-19 14:45:00,12.793,62.5,5.906
2026-06-19 15:00:00,15.829,62.58,6.02
2026-06-19 15:15:00,16.662,66.17,6.557
2026-06-19 15:30:00,17.739,66.45,7.002
2026-06-19 15:45:00,17.155,66.82,7.561
2026-06-19 16:00:00,20.771,66.99,7.822
2026-06-19 16:15:00,19.252,67.32,8.333
2026-06-19 16:30:00,21.49,67.59,8.755
2026-06-19 16:45:00,18.45,67.9,9.233
2026-06-19 17:00:00,20.542,65.39,10.193
2026-06-19 17:15:00,16.298,65.59,10.475
2026-06-19 17:30:00,17.988,65.81,10.81
2026-06-19 17:45:00,20.622,66.05,11.169
2026-06-19 18:00:00,19.977,66.82,12.304
2026-06-19 18:15:00,19.134,63.76,12.339
2026-06-19 18:30:00,15.054,63.88,12.511
2026-06-19 18:45:00,15.745,63.95,12.61
2026-06-19 19:00:00,12.662,61.55,13.539
2026-06-19 19:15:00,10.337,61.43,13.364
2026-06-19 19:30:00,8.869,58.29,13.254
2026-06-19 19:45:00,7.389,55.25,13.275
2026-06-19 20:00:00,12.778,58.42,13.423
2026-06-19 20:15:00,7.312,58.21,13.142
2026-06-19 20:30:00,7.518,54.97,12.914
2026-06-19 20:45:00,7.753,57.77,12.56
2026-06-19 21:00:00,9.086,57.57,12.291
2026-06-19 21:15:00,7.825,57.24,11.849
2026-06-19 21:30:00,6.791,57.03,11.572
2026-06-19 21:45:00,8.262,56.75,11.198
2026-06-19 22:00:00,6.178,53.5,11.015
2026-06-19 22:15:00,4.311,50.05,10.599
2026-06-19 22:30:00,3.688,43.62,10.386
2026-06-19 22:45:00,3.088,46.47,10.045
2026-06-19 23:00:00,4.4,52.63,9.894
2026-06-19 23:15:00,3.666,42.99,9.637
2026-06-19 23:30:00,3.283,45.99,9.456
2026-06-19 23:45:00,3.383,45.82,9.258
