hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-08-21 00:00:00,0,0,23.86,23.86,9.396,8.66,8.39,8.92,0.0
2026-08-21 00:15:00,1,0,23.65,23.65,9.189,5.83,5.66,6.02,0.0
2026-08-21 00:30:00,2,0,23.53,23.53,9.061,8.07,7.82,8.32,0.0
2026-08-21 00:45:00,3,0,26.57,23.41,8.941,10.72,10.42,11.03,0.34
2026-08-21 01:00:00,4,1,23.28,23.28,8.811,6.66,6.45,6.87,0.0
2026-08-21 01:15:00,5,1,23.16,23.16,8.693,7.48,7.25,7.72,0.0
2026-08-21 01:30:00,6,1,23.11,23.11,8.646,9.1,8.82,9.39,0.0
2026-08-21 01:45:00,7,1,23.04,23.04,8.578,4.83,4.68,4.99,0.0
2026-08-21 02:00:00,8,2,23.0,23.0,8.532,0.9,0.87,0.93,0.0
2026-08-21 02:15:00,9,2,22.93,22.93,8.466,0.94,0.91,0.97,0.0
2026-08-21 02:30:00,10,2,22.92,22.92,8.456,0.92,0.89,0.95,0.0
2026-08-21 02:45:00,11,2,22.91,22.91,8.441,0.88,0.85,0.91,0.0
2026-08-21 03:00:00,12,3,22.82,22.82,8.353,0.95,0.92,0.99,0.0
2026-08-21 03:15:00,13,3,22.83,22.83,8.362,0.92,0.89,0.95,0.0
2026-08-21 03:30:00,14,3,22.88,22.88,8.417,0.96,0.93,0.99,0.0
2026-08-21 03:45:00,15,3,22.93,22.93,8.468,2.66,2.57,2.74,0.0
2026-08-21 04:00:00,16,4,22.93,22.93,8.461,2.46,2.39,2.54,0.0
2026-08-21 04:15:00,17,4,23.01,23.01,8.543,1.67,1.61,1.72,0.0
2026-08-21 04:30:00,18,4,23.18,23.18,8.719,0.93,0.9,0.96,0.0
2026-08-21 04:45:00,19,4,23.4,23.4,8.932,0.93,0.9,0.96,0.0
2026-08-21 05:00:00,20,5,23.43,23.43,8.963,0.8,0.78,0.83,0.0
2026-08-21 05:15:00,21,5,23.77,23.77,9.305,0.87,0.85,0.9,0.0
2026-08-21 05:30:00,22,5,24.06,24.06,9.594,0.74,0.72,0.77,0.0
2026-08-21 05:45:00,23,5,24.43,24.43,9.962,1.78,1.73,1.84,0.0
2026-08-21 06:00:00,24,6,25.06,25.06,10.59,3.25,3.15,3.35,0.0
2026-08-21 06:15:00,25,6,25.39,25.39,10.924,7.27,7.06,7.48,0.0
2026-08-21 06:30:00,26,6,28.64,25.53,11.065,10.58,10.3,10.86,0.33
2026-08-21 06:45:00,27,6,34.87,25.54,11.074,11.04,10.81,11.28,1.03
2026-08-21 07:00:00,28,7,26.48,26.48,12.011,3.68,3.43,3.96,0.0
2026-08-21 07:15:00,29,7,26.33,26.33,11.861,6.84,6.36,7.35,0.0
2026-08-21 07:30:00,30,7,26.13,26.13,11.668,9.78,9.09,10.52,0.0
2026-08-21 07:45:00,31,7,63.0,25.71,11.243,10.36,10.27,10.45,3.86
2026-08-21 08:00:00,32,8,75.69,26.15,11.68,10.38,10.0,10.77,5.14
2026-08-21 08:15:00,33,8,94.01,25.59,11.12,10.43,9.65,11.27,7.13
2026-08-21 08:30:00,34,8,96.92,25.11,10.64,10.32,9.48,11.22,7.41
2026-08-21 08:45:00,35,8,106.08,24.51,10.046,10.4,9.37,11.54,8.48
2026-08-21 09:00:00,36,9,127.96,24.08,9.615,10.42,8.95,12.14,10.83
2026-08-21 09:15:00,37,9,105.71,23.46,8.993,10.42,9.39,11.55,8.57
2026-08-21 09:30:00,38,9,86.51,23.03,8.56,10.41,9.79,11.06,6.61
2026-08-21 09:45:00,39,9,70.38,22.6,8.134,10.28,10.02,10.54,4.91
2026-08-21 10:00:00,40,10,60.35,21.93,7.465,10.99,10.97,11.02,4.22
2026-08-21 10:15:00,41,10,63.3,21.55,7.086,10.12,10.04,10.2,4.23
2026-08-21 10:30:00,42,10,66.35,21.31,6.845,10.07,9.94,10.2,4.53
2026-08-21 10:45:00,43,10,66.19,21.06,6.591,9.83,9.7,9.95,4.43
2026-08-21 11:00:00,44,11,62.58,20.49,6.024,10.12,10.06,10.18,4.26
2026-08-21 11:15:00,45,11,62.44,20.28,5.817,9.73,9.67,9.79,4.1
2026-08-21 11:30:00,46,11,65.62,20.18,5.712,9.63,9.52,9.75,4.38
2026-08-21 11:45:00,47,11,65.54,20.06,5.597,10.18,10.06,10.3,4.63
2026-08-21 12:00:00,48,12,65.22,19.57,5.1,9.76,9.65,9.87,4.46
2026-08-21 12:15:00,49,12,65.14,19.44,4.975,9.98,9.87,10.09,4.56
2026-08-21 12:30:00,50,12,65.12,19.42,4.953,10.32,10.21,10.43,4.72
2026-08-21 12:45:00,51,12,61.83,19.37,4.905,10.54,10.49,10.59,4.47
