hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-08-22 00:00:00,0,0,27.02,23.86,9.396,8.9,8.66,9.15,0.28
2026-08-22 00:15:00,1,0,23.65,23.65,9.189,8.36,8.11,8.62,0.0
2026-08-22 00:30:00,2,0,23.53,23.53,9.061,4.42,4.29,4.56,0.0
2026-08-22 00:45:00,3,0,23.41,23.41,8.941,1.12,1.09,1.16,0.0
2026-08-22 01:00:00,4,1,23.28,23.28,8.811,7.26,7.04,7.49,0.0
2026-08-22 01:15:00,5,1,26.33,23.16,8.693,8.91,8.66,9.16,0.28
2026-08-22 01:30:00,6,1,26.28,23.11,8.646,9.06,8.81,9.32,0.29
2026-08-22 01:45:00,7,1,23.04,23.04,8.578,5.75,5.57,5.93,0.0
2026-08-22 02:00:00,8,2,23.0,23.0,8.532,5.8,5.62,5.98,0.0
2026-08-22 02:15:00,9,2,32.46,22.93,8.466,7.76,7.59,7.94,0.74
2026-08-22 02:30:00,10,2,26.1,22.92,8.456,8.32,8.09,8.56,0.26
2026-08-22 02:45:00,11,2,22.91,22.91,8.441,4.93,4.78,5.09,0.0
2026-08-22 03:00:00,12,3,22.82,22.82,8.353,0.96,0.93,0.99,0.0
2026-08-22 03:15:00,13,3,22.83,22.83,8.362,0.96,0.93,0.99,0.0
2026-08-22 03:30:00,14,3,22.88,22.88,8.417,0.93,0.9,0.96,0.0
2026-08-22 03:45:00,15,3,22.93,22.93,8.468,0.92,0.89,0.95,0.0
2026-08-22 04:00:00,16,4,22.93,22.93,8.461,0.97,0.94,1.0,0.0
2026-08-22 04:15:00,17,4,23.01,23.01,8.543,0.95,0.92,0.98,0.0
2026-08-22 04:30:00,18,4,23.18,23.18,8.719,0.9,0.87,0.93,0.0
2026-08-22 04:45:00,19,4,23.4,23.4,8.932,1.15,1.12,1.19,0.0
2026-08-22 05:00:00,20,5,23.43,23.43,8.963,4.91,4.76,5.06,0.0
2026-08-22 05:15:00,21,5,23.77,23.77,9.305,3.93,3.81,4.05,0.0
2026-08-22 05:30:00,22,5,24.06,24.06,9.594,2.02,1.96,2.09,0.0
2026-08-22 05:45:00,23,5,24.43,24.43,9.962,1.59,1.54,1.63,0.0
2026-08-22 06:00:00,24,6,25.06,25.06,10.59,1.23,1.19,1.26,0.0
2026-08-22 06:15:00,25,6,25.39,25.39,10.924,1.53,1.48,1.57,0.0
2026-08-22 06:30:00,26,6,25.53,25.53,11.065,7.88,7.66,8.11,0.0
2026-08-22 06:45:00,27,6,37.99,25.54,11.074,7.89,7.75,8.03,0.98
2026-08-22 07:00:00,28,7,26.48,26.48,12.011,3.24,3.02,3.48,0.0
2026-08-22 07:15:00,29,7,26.33,26.33,11.861,4.39,4.08,4.71,0.0
2026-08-22 07:30:00,30,7,26.13,26.13,11.668,5.43,5.05,5.84,0.0
2026-08-22 07:45:00,31,7,25.71,25.71,11.243,6.87,6.39,7.4,0.0
2026-08-22 08:00:00,32,8,44.72,26.15,11.68,8.36,8.1,8.63,1.55
2026-08-22 08:15:00,33,8,81.57,25.59,11.12,8.2,7.81,8.62,4.59
2026-08-22 08:30:00,34,8,121.9,25.11,10.64,8.06,7.02,9.25,7.8
2026-08-22 08:45:00,35,8,150.0,24.51,10.046,8.18,6.7,10.0,10.27
2026-08-22 09:00:00,36,9,150.0,24.08,9.615,8.73,7.14,10.66,10.99
2026-08-22 09:15:00,37,9,150.0,23.46,8.993,8.86,7.25,10.82,11.21
2026-08-22 09:30:00,38,9,150.0,23.03,8.56,8.73,7.15,10.67,11.09
2026-08-22 09:45:00,39,9,146.82,22.6,8.134,8.0,6.6,9.7,9.94
2026-08-22 10:00:00,40,10,69.96,21.93,7.465,8.87,8.7,9.04,4.26
2026-08-22 10:15:00,41,10,72.93,21.55,7.086,8.66,8.45,8.87,4.45
2026-08-22 10:30:00,42,10,72.79,21.31,6.845,7.89,7.71,8.09,4.06
2026-08-22 10:45:00,43,10,72.63,21.06,6.591,7.97,7.79,8.17,4.11
2026-08-22 11:00:00,44,11,72.29,20.49,6.024,8.65,8.45,8.85,4.48
2026-08-22 11:15:00,45,11,72.17,20.28,5.817,7.76,7.58,7.94,4.03
2026-08-22 11:30:00,46,11,75.35,20.18,5.712,7.72,7.5,7.94,4.26
2026-08-22 11:45:00,47,11,72.04,20.06,5.597,8.91,8.71,9.12,4.63
2026-08-22 12:00:00,48,12,71.74,19.57,5.1,7.92,7.74,8.1,4.13
2026-08-22 12:15:00,49,12,71.66,19.44,4.975,8.51,8.32,8.7,4.44
2026-08-22 12:30:00,50,12,71.65,19.42,4.953,8.25,8.07,8.44,4.31
2026-08-22 12:45:00,51,12,71.62,19.37,4.905,7.71,7.54,7.89,4.03
2026-08-22 13:00:00,52,13,71.35,18.92,4.449,8.4,8.22,8.59,4.41
2026-08-22 13:15:00,53,13,74.71,19.06,4.597,7.97,7.76,8.2,4.44
2026-08-22 13:30:00,54,13,71.52,19.19,4.726,8.01,7.84,8.19,4.19
2026-08-22 13:45:00,55,13,68.36,19.38,4.917,8.88,8.74,9.03,4.35
2026-08-22 14:00:00,56,14,71.52,19.2,4.731,8.28,8.1,8.46,4.33
2026-08-22 14:15:00,57,14,68.47,19.56,5.091,8.97,8.82,9.12,4.39
2026-08-22 14:30:00,58,14,71.96,19.93,5.465,8.28,8.09,8.47,4.31
2026-08-22 14:45:00,59,14,72.22,20.37,5.906,8.14,7.96,8.33,4.22
2026-08-22 15:00:00,60,15,98.19,20.49,6.02,8.5,7.82,9.24,6.61
2026-08-22 15:15:00,61,15,104.86,21.02,6.557,8.28,7.51,9.12,6.94
2026-08-22 15:30:00,62,15,101.8,21.47,7.002,8.44,7.71,9.25,6.78
2026-08-22 15:45:00,63,15,98.81,22.03,7.561,8.45,7.77,9.2,6.49
2026-08-22 16:00:00,64,16,95.72,22.29,7.822,8.51,7.87,9.2,6.25
2026-08-22 16:15:00,65,16,99.12,22.8,8.333,8.67,7.96,9.44,6.62
2026-08-22 16:30:00,66,16,96.12,23.22,8.755,8.36,7.73,9.05,6.1
2026-08-22 16:45:00,67,16,90.01,23.7,9.233,8.54,7.99,9.12,5.66
2026-08-22 17:00:00,68,17,150.0,24.66,10.193,13.63,11.53,16.1,17.08
2026-08-22 17:15:00,69,17,150.0,24.94,10.475,12.91,10.93,15.26,16.15
2026-08-22 17:30:00,70,17,150.0,25.28,10.81,10.01,8.47,11.83,12.48
2026-08-22 17:45:00,71,17,150.0,25.64,11.169,12.47,10.55,14.73,15.5
2026-08-22 18:00:00,72,18,150.0,26.77,12.304,10.83,9.17,12.8,13.35
2026-08-22 18:15:00,73,18,150.0,26.81,12.339,11.62,9.84,13.73,14.32
2026-08-22 18:30:00,74,18,150.0,26.98,12.511,12.5,10.58,14.76,15.37
2026-08-22 18:45:00,75,18,150.0,27.08,12.61,13.46,11.39,15.91,16.55
2026-08-22 19:00:00,76,19,150.0,28.01,13.539,12.19,10.31,14.4,14.87
2026-08-22 19:15:00,77,19,79.75,27.83,13.364,8.59,8.26,8.92,4.46
2026-08-22 19:30:00,78,19,27.72,27.72,13.254,7.58,7.16,8.03,0.0
2026-08-22 19:45:00,79,19,98.04,27.74,13.275,8.76,8.15,9.41,6.16
2026-08-22 20:00:00,80,20,58.42,27.89,13.423,8.68,8.68,8.69,2.65
2026-08-22 20:15:00,81,20,58.21,27.61,13.142,8.09,8.08,8.1,2.48
2026-08-22 20:30:00,82,20,61.1,27.38,12.914,8.18,8.16,8.2,2.76
2026-08-22 20:45:00,83,20,60.84,27.03,12.56,7.95,7.94,7.97,2.69
2026-08-22 21:00:00,84,21,54.49,26.76,12.291,8.79,8.75,8.83,2.44
2026-08-22 21:15:00,85,21,44.87,26.32,11.849,8.73,8.6,8.86,1.62
2026-08-22 21:30:00,86,21,44.63,26.04,11.572,8.3,8.17,8.43,1.54
2026-08-22 21:45:00,87,21,47.42,25.66,11.198,8.08,7.99,8.18,1.76
2026-08-22 22:00:00,88,22,44.16,25.48,11.015,8.69,8.56,8.83,1.62
2026-08-22 22:15:00,89,22,46.93,25.06,10.599,7.88,7.78,7.98,1.72
2026-08-22 22:30:00,90,22,40.5,24.85,10.386,8.67,8.5,8.84,1.36
2026-08-22 22:45:00,91,22,30.79,24.51,10.045,7.64,7.42,7.87,0.48
2026-08-22 23:00:00,92,23,27.5,24.36,9.894,8.14,7.87,8.41,0.26
2026-08-22 23:15:00,93,23,30.4,24.1,9.637,8.39,8.14,8.64,0.53
2026-08-22 23:30:00,94,23,33.38,23.92,9.456,7.79,7.58,8.0,0.74
2026-08-22 23:45:00,95,23,26.88,23.72,9.258,8.47,8.19,8.77,0.27
