hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-06-13 00:00:00,0,0,33.32,23.86,9.396,5.61,5.18,6.07,0.53
2026-06-13 00:15:00,1,0,26.81,23.65,9.189,6.48,5.87,7.16,0.2
2026-06-13 00:30:00,2,0,23.53,23.53,9.061,4.35,3.9,4.86,0.0
2026-06-13 00:45:00,3,0,23.41,23.41,8.941,1.09,0.98,1.22,0.0
2026-06-13 01:00:00,4,1,26.44,23.28,8.811,5.62,5.08,6.22,0.18
2026-06-13 01:15:00,5,1,32.67,23.16,8.693,5.4,4.98,5.86,0.51
2026-06-13 01:30:00,6,1,32.63,23.11,8.646,5.57,5.13,6.05,0.53
2026-06-13 01:45:00,7,1,23.04,23.04,8.578,5.72,5.12,6.4,0.0
2026-06-13 02:00:00,8,2,23.0,23.0,8.532,5.73,5.13,6.41,0.0
2026-06-13 02:15:00,9,2,35.64,22.93,8.466,6.02,5.6,6.47,0.76
2026-06-13 02:30:00,10,2,29.28,22.92,8.456,6.35,5.79,6.97,0.4
2026-06-13 02:45:00,11,2,22.91,22.91,8.441,4.82,4.31,5.39,0.0
2026-06-13 03:00:00,12,3,22.82,22.82,8.353,0.94,0.84,1.05,0.0
2026-06-13 03:15:00,13,3,22.83,22.83,8.362,0.96,0.85,1.07,0.0
2026-06-13 03:30:00,14,3,22.88,22.88,8.417,0.94,0.84,1.05,0.0
2026-06-13 03:45:00,15,3,22.93,22.93,8.468,0.91,0.82,1.02,0.0
2026-06-13 04:00:00,16,4,22.93,22.93,8.461,0.93,0.83,1.04,0.0
2026-06-13 04:15:00,17,4,23.01,23.01,8.543,0.94,0.84,1.05,0.0
2026-06-13 04:30:00,18,4,23.18,23.18,8.719,0.91,0.81,1.01,0.0
2026-06-13 04:45:00,19,4,23.4,23.4,8.932,1.14,1.03,1.28,0.0
2026-06-13 05:00:00,20,5,23.43,23.43,8.963,4.87,4.37,5.44,0.0
2026-06-13 05:15:00,21,5,23.77,23.77,9.305,3.82,3.42,4.26,0.0
2026-06-13 05:30:00,22,5,24.06,24.06,9.594,1.99,1.79,2.22,0.0
2026-06-13 05:45:00,23,5,24.43,24.43,9.962,1.55,1.39,1.72,0.0
2026-06-13 06:00:00,24,6,25.06,25.06,10.59,1.16,1.04,1.28,0.0
2026-06-13 06:15:00,25,6,25.39,25.39,10.924,1.45,1.31,1.61,0.0
2026-06-13 06:30:00,26,6,28.64,25.53,11.065,6.15,5.59,6.75,0.19
2026-06-13 06:45:00,27,6,41.1,25.54,11.074,6.23,5.9,6.59,0.97
2026-06-13 07:00:00,28,7,26.48,26.48,12.011,3.6,2.96,4.39,0.0
2026-06-13 07:15:00,29,7,26.33,26.33,11.861,4.94,4.05,6.03,0.0
2026-06-13 07:30:00,30,7,29.23,26.13,11.668,5.89,4.91,7.06,0.18
2026-06-13 07:45:00,31,7,50.57,25.71,11.243,5.91,5.62,6.23,1.47
2026-06-13 08:00:00,32,8,75.69,26.15,11.68,6.28,5.67,6.95,3.11
2026-06-13 08:15:00,33,8,94.01,25.59,11.12,6.41,5.18,7.93,4.39
2026-06-13 08:30:00,34,8,112.53,25.11,10.64,6.66,4.81,9.23,5.83
2026-06-13 08:45:00,35,8,128.04,24.51,10.046,6.82,4.48,10.39,7.06
2026-06-13 09:00:00,36,9,131.11,24.08,9.615,6.99,4.51,10.84,7.48
2026-06-13 09:15:00,37,9,134.18,23.46,8.993,6.93,4.39,10.96,7.68
2026-06-13 09:30:00,38,9,130.95,23.03,8.56,6.95,4.48,10.77,7.5
2026-06-13 09:45:00,39,9,124.52,22.6,8.134,6.76,4.54,10.07,6.89
2026-06-13 10:00:00,40,10,73.16,21.93,7.465,6.19,5.78,6.63,3.17
2026-06-13 10:15:00,41,10,76.14,21.55,7.086,5.92,5.45,6.43,3.23
2026-06-13 10:30:00,42,10,72.79,21.31,6.845,6.51,6.09,6.95,3.35
2026-06-13 10:45:00,43,10,75.86,21.06,6.591,5.48,5.06,5.95,3.01
2026-06-13 11:00:00,44,11,75.53,20.49,6.024,5.91,5.46,6.4,3.25
2026-06-13 11:15:00,45,11,72.17,20.28,5.817,6.62,6.22,7.06,3.44
2026-06-13 11:30:00,46,11,75.35,20.18,5.712,6.25,5.77,6.76,3.45
2026-06-13 11:45:00,47,11,75.29,20.06,5.597,6.14,5.67,6.64,3.39
2026-06-13 12:00:00,48,12,75.0,19.57,5.1,5.48,5.08,5.92,3.04
2026-06-13 12:15:00,49,12,74.93,19.44,4.975,5.82,5.39,6.28,3.23
2026-06-13 12:30:00,50,12,74.92,19.42,4.953,5.67,5.26,6.13,3.15
2026-06-13 12:45:00,51,12,71.62,19.37,4.905,6.55,6.16,6.96,3.42
2026-06-13 13:00:00,52,13,74.63,18.92,4.449,5.8,5.38,6.25,3.23
2026-06-13 13:15:00,53,13,74.71,19.06,4.597,6.49,6.02,7.0,3.61
2026-06-13 13:30:00,54,13,74.79,19.19,4.726,5.52,5.12,5.96,3.07
2026-06-13 13:45:00,55,13,71.63,19.38,4.917,6.39,6.02,6.79,3.34
2026-06-13 14:00:00,56,14,74.79,19.2,4.731,5.66,5.25,6.11,3.15
2026-06-13 14:15:00,57,14,71.73,19.56,5.091,6.49,6.1,6.9,3.38
2026-06-13 14:30:00,58,14,75.21,19.93,5.465,5.68,5.25,6.14,3.14
2026-06-13 14:45:00,59,14,75.46,20.37,5.906,5.6,5.18,6.07,3.09
2026-06-13 15:00:00,60,15,91.72,20.49,6.02,6.56,5.41,7.96,4.67
2026-06-13 15:15:00,61,15,95.18,21.02,6.557,6.46,5.22,8.0,4.79
