hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-08-16 00:00:00,0,0,23.86,23.86,9.396,14.4,13.95,14.86,0.0
2026-08-16 00:15:00,1,0,23.65,23.65,9.189,4.47,4.33,4.61,0.0
2026-08-16 00:30:00,2,0,23.53,23.53,9.061,7.12,6.89,7.35,0.0
2026-08-16 00:45:00,3,0,23.41,23.41,8.941,9.23,8.94,9.53,0.0
2026-08-16 01:00:00,4,1,23.28,23.28,8.811,8.74,8.46,9.03,0.0
2026-08-16 01:15:00,5,1,23.16,23.16,8.693,3.09,2.99,3.19,0.0
2026-08-16 01:30:00,6,1,23.11,23.11,8.646,1.5,1.45,1.55,0.0
2026-08-16 01:45:00,7,1,23.04,23.04,8.578,0.96,0.93,0.99,0.0
2026-08-16 02:00:00,8,2,23.0,23.0,8.532,1.03,1.0,1.07,0.0
2026-08-16 02:15:00,9,2,22.93,22.93,8.466,0.98,0.95,1.02,0.0
2026-08-16 02:30:00,10,2,22.92,22.92,8.456,0.98,0.95,1.01,0.0
2026-08-16 02:45:00,11,2,22.91,22.91,8.441,2.32,2.25,2.4,0.0
2026-08-16 03:00:00,12,3,22.82,22.82,8.353,3.29,3.19,3.4,0.0
2026-08-16 03:15:00,13,3,22.83,22.83,8.362,6.82,6.6,7.04,0.0
2026-08-16 03:30:00,14,3,22.88,22.88,8.417,5.17,5.01,5.34,0.0
2026-08-16 03:45:00,15,3,22.93,22.93,8.468,1.02,0.99,1.05,0.0
2026-08-16 04:00:00,16,4,22.93,22.93,8.461,1.05,1.01,1.08,0.0
2026-08-16 04:15:00,17,4,23.01,23.01,8.543,0.95,0.91,0.98,0.0
2026-08-16 04:30:00,18,4,23.18,23.18,8.719,0.98,0.95,1.01,0.0
2026-08-16 04:45:00,19,4,23.4,23.4,8.932,0.96,0.93,0.99,0.0
2026-08-16 05:00:00,20,5,23.43,23.43,8.963,0.85,0.82,0.88,0.0
2026-08-16 05:15:00,21,5,23.77,23.77,9.305,0.94,0.91,0.97,0.0
2026-08-16 05:30:00,22,5,24.06,24.06,9.594,0.85,0.83,0.88,0.0
2026-08-16 05:45:00,23,5,24.43,24.43,9.962,0.8,0.77,0.82,0.0
2026-08-16 06:00:00,24,6,25.06,25.06,10.59,1.93,1.87,1.99,0.0
2026-08-16 06:15:00,25,6,25.39,25.39,10.924,4.8,4.66,4.95,0.0
2026-08-16 06:30:00,26,6,25.53,25.53,11.065,6.41,6.22,6.61,0.0
2026-08-16 06:45:00,27,6,25.54,25.54,11.074,6.42,6.23,6.62,0.0
2026-08-16 07:00:00,28,7,26.48,26.48,12.011,0.31,0.29,0.33,0.0
2026-08-16 07:15:00,29,7,26.33,26.33,11.861,0.71,0.65,0.76,0.0
2026-08-16 07:30:00,30,7,26.13,26.13,11.668,2.37,2.2,2.56,0.0
