hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-07-10 00:00:00,0,0,23.86,23.86,9.396,9.87,9.33,10.45,0.0
2026-07-10 00:15:00,1,0,23.65,23.65,9.189,6.57,6.21,6.95,0.0
2026-07-10 00:30:00,2,0,23.53,23.53,9.061,9.13,8.63,9.67,0.0
2026-07-10 00:45:00,3,0,29.74,23.41,8.941,9.89,9.43,10.37,0.63
2026-07-10 01:00:00,4,1,23.28,23.28,8.811,7.49,7.07,7.93,0.0
2026-07-10 01:15:00,5,1,23.16,23.16,8.693,8.3,7.84,8.79,0.0
2026-07-10 01:30:00,6,1,23.11,23.11,8.646,10.28,9.71,10.89,0.0
2026-07-10 01:45:00,7,1,23.04,23.04,8.578,5.38,5.08,5.7,0.0
2026-07-10 02:00:00,8,2,23.0,23.0,8.532,1.01,0.95,1.07,0.0
2026-07-10 02:15:00,9,2,22.93,22.93,8.466,1.07,1.01,1.14,0.0
2026-07-10 02:30:00,10,2,22.92,22.92,8.456,1.03,0.97,1.09,0.0
2026-07-10 02:45:00,11,2,22.91,22.91,8.441,1.0,0.95,1.06,0.0
2026-07-10 03:00:00,12,3,22.82,22.82,8.353,1.07,1.01,1.13,0.0
2026-07-10 03:15:00,13,3,22.83,22.83,8.362,1.05,0.99,1.11,0.0
2026-07-10 03:30:00,14,3,22.88,22.88,8.417,1.08,1.02,1.14,0.0
2026-07-10 03:45:00,15,3,22.93,22.93,8.468,3.02,2.85,3.2,0.0
2026-07-10 04:00:00,16,4,22.93,22.93,8.461,2.83,2.67,3.0,0.0
2026-07-10 04:15:00,17,4,23.01,23.01,8.543,1.86,1.76,1.97,0.0
2026-07-10 04:30:00,18,4,23.18,23.18,8.719,1.04,0.98,1.1,0.0
2026-07-10 04:45:00,19,4,23.4,23.4,8.932,1.06,1.0,1.12,0.0
2026-07-10 05:00:00,20,5,23.43,23.43,8.963,0.9,0.85,0.95,0.0
2026-07-10 05:15:00,21,5,23.77,23.77,9.305,0.97,0.92,1.03,0.0
2026-07-10 05:30:00,22,5,24.06,24.06,9.594,0.83,0.79,0.88,0.0
2026-07-10 05:45:00,23,5,24.43,24.43,9.962,1.97,1.86,2.08,0.0
2026-07-10 06:00:00,24,6,25.06,25.06,10.59,3.62,3.42,3.82,0.0
2026-07-10 06:15:00,25,6,25.39,25.39,10.924,7.97,7.55,8.41,0.0
2026-07-10 06:30:00,26,6,31.75,25.53,11.065,9.87,9.45,10.31,0.61
2026-07-10 06:45:00,27,6,37.99,25.54,11.074,10.08,9.75,10.43,1.25
2026-07-10 07:00:00,28,7,26.48,26.48,12.011,3.63,3.25,4.05,0.0
2026-07-10 07:15:00,29,7,26.33,26.33,11.861,6.72,6.02,7.5,0.0
2026-07-10 07:30:00,30,7,26.13,26.13,11.668,9.69,8.68,10.83,0.0
2026-07-10 07:45:00,31,7,56.78,25.71,11.243,10.64,10.57,10.72,3.31
2026-07-10 08:00:00,32,8,72.59,26.15,11.68,10.47,10.0,10.96,4.86
2026-07-10 08:15:00,33,8,94.01,25.59,11.12,10.46,9.3,11.77,7.16
2026-07-10 08:30:00,34,8,93.8,25.11,10.64,10.47,9.31,11.77,7.19
2026-07-10 08:45:00,35,8,102.94,24.51,10.046,10.51,9.06,12.19,8.24
2026-07-10 09:00:00,36,9,124.82,24.08,9.615,10.59,8.48,13.22,10.67
2026-07-10 09:15:00,37,9,102.55,23.46,8.993,10.55,9.11,12.22,8.34
2026-07-10 09:30:00,38,9,83.34,23.03,8.56,10.54,9.71,11.44,6.36
2026-07-10 09:45:00,39,9,64.01,22.6,8.134,10.57,10.4,10.75,4.38
2026-07-10 10:00:00,40,10,60.35,21.93,7.465,10.96,10.92,11.0,4.21
2026-07-10 10:15:00,41,10,63.3,21.55,7.086,10.28,10.16,10.39,4.29
2026-07-10 10:30:00,42,10,66.35,21.31,6.845,10.24,10.04,10.45,4.61
2026-07-10 10:45:00,43,10,66.19,21.06,6.591,9.99,9.8,10.19,4.51
2026-07-10 11:00:00,44,11,62.58,20.49,6.024,10.23,10.14,10.33,4.31
2026-07-10 11:15:00,45,11,62.44,20.28,5.817,9.91,9.81,10.0,4.18
2026-07-10 11:30:00,46,11,65.62,20.18,5.712,9.75,9.58,9.93,4.43
2026-07-10 11:45:00,47,11,65.54,20.06,5.597,10.43,10.25,10.61,4.74
2026-07-10 12:00:00,48,12,65.22,19.57,5.1,9.87,9.7,10.03,4.5
2026-07-10 12:15:00,49,12,65.14,19.44,4.975,10.25,10.08,10.42,4.68
2026-07-10 12:30:00,50,12,65.12,19.42,4.953,10.56,10.39,10.74,4.83
2026-07-10 12:45:00,51,12,61.83,19.37,4.905,10.69,10.61,10.77,4.54
2026-07-10 13:00:00,52,13,61.52,18.92,4.449,9.88,9.82,9.95,4.21
2026-07-10 13:15:00,53,13,61.62,19.06,4.597,9.76,9.69,9.83,4.15
2026-07-10 13:30:00,54,13,61.7,19.19,4.726,11.29,11.21,11.38,4.8
2026-07-10 13:45:00,55,13,65.1,19.38,4.917,9.97,9.81,10.14,4.56
2026-07-10 14:00:00,56,14,61.71,19.2,4.731,11.2,11.11,11.28,4.76
2026-07-10 14:15:00,57,14,65.21,19.56,5.091,10.73,10.56,10.91,4.9
2026-07-10 14:30:00,58,14,65.45,19.93,5.465,9.86,9.69,10.03,4.49
2026-07-10 14:45:00,59,14,62.5,20.37,5.906,11.3,11.2,11.41,4.76
2026-07-10 15:00:00,60,15,85.24,20.49,6.02,9.68,8.87,10.56,6.27
2026-07-10 15:15:00,61,15,95.18,21.02,6.557,9.39,8.33,10.59,6.97
2026-07-10 15:30:00,62,15,98.59,21.47,7.002,9.31,8.17,10.62,7.18
2026-07-10 15:45:00,63,15,105.21,22.03,7.561,9.25,7.94,10.78,7.69
2026-07-10 16:00:00,64,16,118.07,22.29,7.822,8.85,7.27,10.76,8.47
2026-07-10 16:15:00,65,16,115.02,22.8,8.333,8.88,7.37,10.69,8.19
2026-07-10 16:30:00,66,16,108.8,23.22,8.755,9.12,7.73,10.75,7.8
2026-07-10 16:45:00,67,16,105.79,23.7,9.233,9.18,7.86,10.73,7.54
2026-07-10 17:00:00,68,17,150.0,24.66,10.193,18.43,14.35,23.66,23.1
2026-07-10 17:15:00,69,17,150.0,24.94,10.475,14.77,11.5,18.97,18.48
2026-07-10 17:30:00,70,17,150.0,25.28,10.81,16.08,12.52,20.64,20.05
2026-07-10 17:45:00,71,17,150.0,25.64,11.169,17.1,13.31,21.95,21.26
2026-07-10 18:00:00,72,18,150.0,26.77,12.304,18.67,14.54,23.97,23.0
2026-07-10 18:15:00,73,18,150.0,26.81,12.339,14.48,11.27,18.59,17.84
2026-07-10 18:30:00,74,18,150.0,26.98,12.511,12.46,9.7,16.0,15.32
2026-07-10 18:45:00,75,18,150.0,27.08,12.61,12.53,9.76,16.09,15.4
2026-07-10 19:00:00,76,19,98.15,28.01,13.539,10.86,9.76,12.1,7.62
2026-07-10 19:15:00,77,19,150.0,27.83,13.364,11.53,8.98,14.81,14.09
2026-07-10 19:30:00,78,19,27.72,27.72,13.254,7.29,6.69,7.95,0.0
2026-07-10 19:45:00,79,19,27.74,27.74,13.275,5.7,5.23,6.21,0.0
2026-07-10 20:00:00,80,20,55.36,27.89,13.423,10.57,10.51,10.64,2.91
2026-07-10 20:15:00,81,20,49.03,27.61,13.142,10.76,10.58,10.95,2.31
2026-07-10 20:30:00,82,20,48.84,27.38,12.914,10.02,9.84,10.2,2.15
2026-07-10 20:45:00,83,20,48.55,27.03,12.56,10.68,10.49,10.88,2.3
2026-07-10 21:00:00,84,21,51.41,26.76,12.291,10.86,10.72,11.01,2.68
2026-07-10 21:15:00,85,21,47.96,26.32,11.849,11.22,11.01,11.44,2.43
2026-07-10 21:30:00,86,21,47.73,26.04,11.572,11.23,11.01,11.45,2.44
2026-07-10 21:45:00,87,21,47.42,25.66,11.198,11.14,10.92,11.37,2.42
2026-07-10 22:00:00,88,22,41.05,25.48,11.015,11.21,10.86,11.56,1.74
2026-07-10 22:15:00,89,22,34.43,25.06,10.599,10.31,9.88,10.76,0.97
2026-07-10 22:30:00,90,22,24.85,24.85,10.386,8.74,8.23,9.27,0.0
2026-07-10 22:45:00,91,22,24.51,24.51,10.045,11.08,10.44,11.77,0.0
2026-07-10 23:00:00,92,23,36.92,24.36,9.894,10.57,10.17,10.98,1.33
2026-07-10 23:15:00,93,23,24.1,24.1,9.637,8.83,8.31,9.38,0.0
2026-07-10 23:30:00,94,23,23.92,23.92,9.456,9.66,9.09,10.27,0.0
2026-07-10 23:45:00,95,23,26.88,23.72,9.258,9.65,9.12,10.2,0.3
