hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-08-25 00:00:00,0,0,27.02,23.86,9.396,11.41,11.11,11.72,0.36
2026-08-25 00:15:00,1,0,23.65,23.65,9.189,7.64,7.42,7.87,0.0
2026-08-25 00:30:00,2,0,23.53,23.53,9.061,2.28,2.21,2.35,0.0
2026-08-25 00:45:00,3,0,23.41,23.41,8.941,5.54,5.38,5.71,0.0
2026-08-25 01:00:00,4,1,23.28,23.28,8.811,0.96,0.93,0.98,0.0
2026-08-25 01:15:00,5,1,23.16,23.16,8.693,0.85,0.82,0.88,0.0
2026-08-25 01:30:00,6,1,23.11,23.11,8.646,0.86,0.84,0.89,0.0
2026-08-25 01:45:00,7,1,23.04,23.04,8.578,0.84,0.82,0.87,0.0
2026-08-25 02:00:00,8,2,23.0,23.0,8.532,0.9,0.87,0.93,0.0
2026-08-25 02:15:00,9,2,22.93,22.93,8.466,2.03,1.97,2.09,0.0
2026-08-25 02:30:00,10,2,22.92,22.92,8.456,4.97,4.82,5.12,0.0
2026-08-25 02:45:00,11,2,22.91,22.91,8.441,3.19,3.1,3.29,0.0
2026-08-25 03:00:00,12,3,22.82,22.82,8.353,1.42,1.38,1.46,0.0
2026-08-25 03:15:00,13,3,22.83,22.83,8.362,0.92,0.89,0.95,0.0
2026-08-25 03:30:00,14,3,22.88,22.88,8.417,0.89,0.87,0.92,0.0
2026-08-25 03:45:00,15,3,22.93,22.93,8.468,0.86,0.84,0.89,0.0
2026-08-25 04:00:00,16,4,22.93,22.93,8.461,0.9,0.88,0.93,0.0
2026-08-25 04:15:00,17,4,23.01,23.01,8.543,0.85,0.83,0.88,0.0
2026-08-25 04:30:00,18,4,23.18,23.18,8.719,0.89,0.86,0.91,0.0
2026-08-25 04:45:00,19,4,23.4,23.4,8.932,3.06,2.97,3.16,0.0
2026-08-25 05:00:00,20,5,23.43,23.43,8.963,2.49,2.42,2.57,0.0
2026-08-25 05:15:00,21,5,23.77,23.77,9.305,0.81,0.78,0.83,0.0
2026-08-25 05:30:00,22,5,24.06,24.06,9.594,0.76,0.74,0.78,0.0
2026-08-25 05:45:00,23,5,24.43,24.43,9.962,4.5,4.37,4.63,0.0
2026-08-25 06:00:00,24,6,28.18,25.06,10.59,12.0,11.7,12.31,0.37
2026-08-25 06:15:00,25,6,28.51,25.39,10.924,11.61,11.32,11.91,0.36
2026-08-25 06:30:00,26,6,25.53,25.53,11.065,10.67,10.38,10.97,0.0
2026-08-25 06:45:00,27,6,25.54,25.54,11.074,12.79,12.44,13.16,0.0
2026-08-25 07:00:00,28,7,26.48,26.48,12.011,3.27,3.05,3.51,0.0
2026-08-25 07:15:00,29,7,26.33,26.33,11.861,3.62,3.38,3.88,0.0
2026-08-25 07:30:00,30,7,26.13,26.13,11.668,11.26,10.5,12.07,0.0
2026-08-25 07:45:00,31,7,90.96,25.71,11.243,11.93,11.14,12.77,7.78
2026-08-25 08:00:00,32,8,50.92,26.15,11.68,12.24,12.03,12.45,3.03
2026-08-25 08:15:00,33,8,25.59,25.59,11.12,9.83,9.15,10.55,0.0
2026-08-25 08:30:00,34,8,25.11,25.11,10.64,8.19,7.62,8.81,0.0
2026-08-25 08:45:00,35,8,24.51,24.51,10.046,9.77,9.07,10.51,0.0
2026-08-25 09:00:00,36,9,24.08,24.08,9.615,10.93,10.15,11.78,0.0
2026-08-25 09:15:00,37,9,23.46,23.46,8.993,10.27,9.52,11.08,0.0
2026-08-25 09:30:00,38,9,23.03,23.03,8.56,9.83,9.11,10.62,0.0
2026-08-25 09:45:00,39,9,22.6,22.6,8.134,9.92,9.18,10.72,0.0
