hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-06-02 00:00:00,0,0,36.48,23.86,9.396,9.25,4.38,19.54,1.17
2026-06-02 00:15:00,1,0,26.81,23.65,9.189,10.39,3.57,30.25,0.33
2026-06-02 00:30:00,2,0,23.53,23.53,9.061,3.98,1.22,12.91,0.0
2026-06-02 00:45:00,3,0,23.41,23.41,8.941,9.82,3.01,32.01,0.0
2026-06-02 01:00:00,4,1,23.28,23.28,8.811,1.62,0.5,5.31,0.0
2026-06-02 01:15:00,5,1,23.16,23.16,8.693,1.48,0.45,4.87,0.0
2026-06-02 01:30:00,6,1,23.11,23.11,8.646,1.52,0.46,4.99,0.0
2026-06-02 01:45:00,7,1,23.04,23.04,8.578,1.48,0.45,4.89,0.0
2026-06-02 02:00:00,8,2,23.0,23.0,8.532,1.62,0.49,5.34,0.0
2026-06-02 02:15:00,9,2,22.93,22.93,8.466,3.6,1.09,11.93,0.0
2026-06-02 02:30:00,10,2,22.92,22.92,8.456,8.88,2.68,29.42,0.0
2026-06-02 02:45:00,11,2,22.91,22.91,8.441,5.6,1.69,18.57,0.0
2026-06-02 03:00:00,12,3,22.82,22.82,8.353,2.51,0.75,8.33,0.0
2026-06-02 03:15:00,13,3,22.83,22.83,8.362,1.64,0.49,5.45,0.0
2026-06-02 03:30:00,14,3,22.88,22.88,8.417,1.56,0.47,5.18,0.0
2026-06-02 03:45:00,15,3,22.93,22.93,8.468,1.54,0.46,5.1,0.0
2026-06-02 04:00:00,16,4,22.93,22.93,8.461,1.58,0.48,5.25,0.0
2026-06-02 04:15:00,17,4,23.01,23.01,8.543,1.51,0.46,5.0,0.0
2026-06-02 04:30:00,18,4,23.18,23.18,8.719,1.58,0.48,5.18,0.0
2026-06-02 04:45:00,19,4,23.4,23.4,8.932,5.44,1.67,17.75,0.0
2026-06-02 05:00:00,20,5,23.43,23.43,8.963,4.37,1.34,14.24,0.0
2026-06-02 05:15:00,21,5,23.77,23.77,9.305,1.38,0.43,4.44,0.0
2026-06-02 05:30:00,22,5,24.06,24.06,9.594,1.31,0.41,4.17,0.0
2026-06-02 05:45:00,23,5,24.43,24.43,9.962,7.85,2.49,24.75,0.0
2026-06-02 06:00:00,24,6,37.55,25.06,10.59,9.46,4.64,19.29,1.18
2026-06-02 06:15:00,25,6,37.85,25.39,10.924,9.34,4.63,18.85,1.16
2026-06-02 06:30:00,26,6,31.75,25.53,11.065,11.13,4.5,27.51,0.69
2026-06-02 06:45:00,27,6,34.87,25.54,11.074,11.31,5.08,25.2,1.06
2026-06-02 07:00:00,28,7,150.0,26.48,12.011,0.07,0.0,7.17,0.09
2026-06-02 07:15:00,29,7,150.0,26.33,11.861,0.08,0.0,7.92,0.1
2026-06-02 07:30:00,30,7,119.03,26.13,11.668,0.84,0.04,17.78,0.78
2026-06-02 07:45:00,31,7,35.03,25.71,11.243,38.02,11.22,128.78,3.54
2026-06-02 08:00:00,32,8,75.69,26.15,11.68,6.01,2.57,14.06,2.98
2026-06-02 08:15:00,33,8,143.78,25.59,11.12,0.27,0.0,20.39,0.32
2026-06-02 08:30:00,34,8,150.0,25.11,10.64,0.18,0.0,17.99,0.22
2026-06-02 08:45:00,35,8,146.86,24.51,10.046,0.24,0.0,20.63,0.29
2026-06-02 09:00:00,36,9,124.82,24.08,9.615,0.64,0.02,18.2,0.64
2026-06-02 09:15:00,37,9,140.51,23.46,8.993,0.32,0.0,20.04,0.37
2026-06-02 09:30:00,38,9,146.83,23.03,8.56,0.24,0.0,20.57,0.29
2026-06-02 09:45:00,39,9,146.82,22.6,8.134,0.24,0.0,20.57,0.29
2026-06-02 10:00:00,40,10,47.54,21.93,7.465,12.0,10.57,13.62,3.07
2026-06-02 10:15:00,41,10,47.24,21.55,7.086,12.41,10.9,14.13,3.19
2026-06-02 10:30:00,42,10,43.83,21.31,6.845,11.45,9.68,13.54,2.58
2026-06-02 10:45:00,43,10,50.07,21.06,6.591,11.44,10.37,12.63,3.32
2026-06-02 11:00:00,44,11,52.87,20.49,6.024,13.11,12.25,14.03,4.24
2026-06-02 11:15:00,45,11,52.71,20.28,5.817,12.63,11.79,13.54,4.1
2026-06-02 11:30:00,46,11,55.88,20.18,5.712,11.63,11.24,12.04,4.15
2026-06-02 11:45:00,47,11,59.04,20.06,5.597,12.03,12.03,12.04,4.69
2026-06-02 12:00:00,48,12,61.96,19.57,5.1,11.97,11.58,12.36,5.07
2026-06-02 12:15:00,49,12,58.61,19.44,4.975,12.92,12.86,12.97,5.06
2026-06-02 12:30:00,50,12,55.33,19.42,4.953,12.79,12.28,13.32,4.59
2026-06-02 12:45:00,51,12,55.29,19.37,4.905,12.58,12.07,13.1,4.52
2026-06-02 13:00:00,52,13,51.69,18.92,4.449,12.16,11.22,13.18,3.98
2026-06-02 13:15:00,53,13,51.8,19.06,4.597,13.59,12.55,14.72,4.45
2026-06-02 13:30:00,54,13,55.16,19.19,4.726,12.89,12.35,13.45,4.64
2026-06-02 13:45:00,55,13,58.57,19.38,4.917,12.38,12.32,12.44,4.85
2026-06-02 14:00:00,56,14,55.17,19.2,4.731,13.74,13.17,14.34,4.94
2026-06-02 14:15:00,57,14,52.17,19.56,5.091,12.63,11.71,13.62,4.12
2026-06-02 14:30:00,58,14,45.94,19.93,5.465,13.52,11.7,15.62,3.52
2026-06-02 14:45:00,59,14,52.78,20.37,5.906,11.93,11.14,12.78,3.87
2026-06-02 15:00:00,60,15,52.86,20.49,6.02,13.12,9.7,17.73,4.25
2026-06-02 15:15:00,61,15,56.49,21.02,6.557,12.06,10.66,13.64,4.28
2026-06-02 15:30:00,62,15,53.6,21.47,7.002,12.97,9.94,16.91,4.17
2026-06-02 15:45:00,63,15,54.02,22.03,7.561,13.36,10.46,17.06,4.27
2026-06-02 16:00:00,64,16,57.41,22.29,7.822,12.89,11.92,13.94,4.53
2026-06-02 16:15:00,65,16,64.14,22.8,8.333,11.61,9.02,14.95,4.8
2026-06-02 16:30:00,66,16,64.42,23.22,8.755,12.49,9.56,16.3,5.15
2026-06-02 16:45:00,67,16,67.9,23.7,9.233,12.88,8.31,19.95,5.69
2026-06-02 17:00:00,68,17,24.66,24.66,10.193,37.89,13.72,104.64,0.0
2026-06-02 17:15:00,69,17,24.94,24.94,10.475,34.39,12.55,94.18,0.0
2026-06-02 17:30:00,70,17,25.28,25.28,10.81,30.1,11.1,81.64,0.0
2026-06-02 17:45:00,71,17,25.64,25.64,11.169,29.6,11.03,79.42,0.0
2026-06-02 18:00:00,72,18,26.77,26.77,12.304,32.53,12.54,84.4,0.0
2026-06-02 18:15:00,73,18,26.81,26.81,12.339,32.7,12.61,84.75,0.0
2026-06-02 18:30:00,74,18,26.98,26.98,12.511,28.37,11.0,73.16,0.0
2026-06-02 18:45:00,75,18,27.08,27.08,12.61,24.69,9.6,63.49,0.0
2026-06-02 19:00:00,76,19,28.01,28.01,13.539,22.64,9.05,56.64,0.0
2026-06-02 19:15:00,77,19,150.0,27.83,13.364,2.75,0.19,40.55,3.36
2026-06-02 19:30:00,78,19,150.0,27.72,13.254,2.31,0.16,34.05,2.82
2026-06-02 19:45:00,79,19,150.0,27.74,13.275,2.22,0.15,32.79,2.72
2026-06-02 20:00:00,80,20,52.31,27.89,13.423,13.16,10.98,15.76,3.21
2026-06-02 20:15:00,81,20,45.97,27.61,13.142,13.33,9.38,18.95,2.45
2026-06-02 20:30:00,82,20,42.71,27.38,12.914,13.74,8.86,21.33,2.11
2026-06-02 20:45:00,83,20,45.47,27.03,12.56,12.94,8.99,18.64,2.39
2026-06-02 21:00:00,84,21,48.32,26.76,12.291,12.66,9.5,16.89,2.73
2026-06-02 21:15:00,85,21,47.96,26.32,11.849,13.51,10.03,18.2,2.92
2026-06-02 21:30:00,86,21,44.63,26.04,11.572,14.69,9.97,21.65,2.73
2026-06-02 21:45:00,87,21,44.31,25.66,11.198,12.82,8.63,19.05,2.39
2026-06-02 22:00:00,88,22,44.16,25.48,11.015,13.02,8.72,19.42,2.43
2026-06-02 22:15:00,89,22,31.31,25.06,10.599,15.85,7.51,33.44,0.99
2026-06-02 22:30:00,90,22,27.98,24.85,10.386,15.24,6.6,35.19,0.48
2026-06-02 22:45:00,91,22,24.51,24.51,10.045,15.0,5.92,38.02,0.0
2026-06-02 23:00:00,92,23,27.5,24.36,9.894,14.49,6.2,33.9,0.46
2026-06-02 23:15:00,93,23,27.25,24.1,9.637,14.23,6.05,33.51,0.45
2026-06-02 23:30:00,94,23,23.92,23.92,9.456,9.48,3.68,24.4,0.0
2026-06-02 23:45:00,95,23,23.72,23.72,9.258,9.78,3.78,25.32,0.0
