hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-07-14 00:00:00,0,0,30.17,23.86,9.396,11.15,10.68,11.64,0.7
2026-07-14 00:15:00,1,0,23.65,23.65,9.189,9.07,8.6,9.56,0.0
2026-07-14 00:30:00,2,0,23.53,23.53,9.061,2.69,2.55,2.83,0.0
2026-07-14 00:45:00,3,0,23.41,23.41,8.941,6.47,6.13,6.82,0.0
2026-07-14 01:00:00,4,1,23.28,23.28,8.811,1.1,1.05,1.16,0.0
2026-07-14 01:15:00,5,1,23.16,23.16,8.693,0.99,0.94,1.05,0.0
2026-07-14 01:30:00,6,1,23.11,23.11,8.646,1.02,0.97,1.08,0.0
2026-07-14 01:45:00,7,1,23.04,23.04,8.578,0.97,0.92,1.03,0.0
2026-07-14 02:00:00,8,2,23.0,23.0,8.532,1.06,1.01,1.12,0.0
2026-07-14 02:15:00,9,2,22.93,22.93,8.466,2.4,2.27,2.53,0.0
2026-07-14 02:30:00,10,2,22.92,22.92,8.456,5.88,5.57,6.21,0.0
2026-07-14 02:45:00,11,2,22.91,22.91,8.441,3.74,3.55,3.95,0.0
2026-07-14 03:00:00,12,3,22.82,22.82,8.353,1.66,1.57,1.75,0.0
2026-07-14 03:15:00,13,3,22.83,22.83,8.362,1.1,1.04,1.16,0.0
2026-07-14 03:30:00,14,3,22.88,22.88,8.417,1.06,1.01,1.12,0.0
2026-07-14 03:45:00,15,3,22.93,22.93,8.468,1.03,0.97,1.08,0.0
2026-07-14 04:00:00,16,4,22.93,22.93,8.461,1.06,1.01,1.12,0.0
2026-07-14 04:15:00,17,4,23.01,23.01,8.543,1.0,0.95,1.05,0.0
2026-07-14 04:30:00,18,4,23.18,23.18,8.719,1.03,0.98,1.09,0.0
2026-07-14 04:45:00,19,4,23.4,23.4,8.932,3.64,3.45,3.84,0.0
2026-07-14 05:00:00,20,5,23.43,23.43,8.963,2.92,2.77,3.08,0.0
2026-07-14 05:15:00,21,5,23.77,23.77,9.305,0.93,0.88,0.98,0.0
2026-07-14 05:30:00,22,5,24.06,24.06,9.594,0.87,0.83,0.92,0.0
2026-07-14 05:45:00,23,5,24.43,24.43,9.962,5.3,5.03,5.58,0.0
2026-07-14 06:00:00,24,6,31.3,25.06,10.59,11.67,11.19,12.16,0.73
2026-07-14 06:15:00,25,6,31.62,25.39,10.924,11.12,10.68,11.58,0.69
2026-07-14 06:30:00,26,6,25.53,25.53,11.065,12.64,12.02,13.29,0.0
2026-07-14 06:45:00,27,6,28.65,25.54,11.074,12.56,12.0,13.14,0.39
2026-07-14 07:00:00,28,7,26.48,26.48,12.011,3.32,2.99,3.68,0.0
2026-07-14 07:15:00,29,7,26.33,26.33,11.861,3.68,3.31,4.08,0.0
2026-07-14 07:30:00,30,7,26.13,26.13,11.668,11.57,10.42,12.84,0.0
2026-07-14 07:45:00,31,7,78.53,25.71,11.243,12.75,11.98,13.57,6.73
2026-07-14 08:00:00,32,8,47.82,26.15,11.68,12.63,12.19,13.09,2.74
2026-07-14 08:15:00,33,8,25.59,25.59,11.12,10.13,9.11,11.27,0.0
2026-07-14 08:30:00,34,8,25.11,25.11,10.64,8.37,7.51,9.32,0.0
2026-07-14 08:45:00,35,8,24.51,24.51,10.046,10.02,8.98,11.18,0.0
2026-07-14 09:00:00,36,9,24.08,24.08,9.615,11.27,10.08,12.59,0.0
2026-07-14 09:15:00,37,9,23.46,23.46,8.993,10.5,9.38,11.76,0.0
2026-07-14 09:30:00,38,9,23.03,23.03,8.56,10.13,9.04,11.36,0.0
2026-07-14 09:45:00,39,9,22.6,22.6,8.134,10.18,9.06,11.43,0.0
2026-07-14 10:00:00,40,10,44.34,21.93,7.465,13.42,12.95,13.91,3.01
2026-07-14 10:15:00,41,10,47.24,21.55,7.086,11.74,11.41,12.08,3.02
2026-07-14 10:30:00,42,10,40.61,21.31,6.845,13.14,12.56,13.75,2.54
2026-07-14 10:45:00,43,10,46.85,21.06,6.591,12.97,12.59,13.36,3.34
2026-07-14 11:00:00,44,11,52.87,20.49,6.024,12.63,12.44,12.82,4.09
2026-07-14 11:15:00,45,11,52.71,20.28,5.817,12.12,11.93,12.31,3.93
2026-07-14 11:30:00,46,11,52.63,20.18,5.712,13.52,13.31,13.73,4.39
2026-07-14 11:45:00,47,11,59.0,20.06,5.597,11.76,11.76,11.76,4.58
2026-07-14 12:00:00,48,12,61.96,19.57,5.1,11.76,11.68,11.85,4.99
2026-07-14 12:15:00,49,12,58.61,19.44,4.975,12.66,12.65,12.68,4.96
2026-07-14 12:30:00,50,12,55.33,19.42,4.953,12.29,12.18,12.4,4.41
2026-07-14 12:45:00,51,12,55.29,19.37,4.905,12.12,12.01,12.24,4.36
2026-07-14 13:00:00,52,13,51.69,18.92,4.449,11.69,11.48,11.9,3.83
2026-07-14 13:15:00,53,13,51.8,19.06,4.597,13.04,12.82,13.28,4.27
2026-07-14 13:30:00,54,13,55.16,19.19,4.726,12.4,12.28,12.51,4.46
2026-07-14 13:45:00,55,13,58.57,19.38,4.917,12.15,12.14,12.16,4.76
2026-07-14 14:00:00,56,14,55.17,19.2,4.731,13.2,13.07,13.32,4.75
2026-07-14 14:15:00,57,14,52.17,19.56,5.091,12.2,11.99,12.4,3.98
2026-07-14 14:30:00,58,14,45.94,19.93,5.465,12.82,12.42,13.24,3.34
2026-07-14 14:45:00,59,14,49.54,20.37,5.906,13.6,13.29,13.92,3.97
2026-07-14 15:00:00,60,15,36.68,20.49,6.02,13.65,12.73,14.63,2.21
2026-07-14 15:15:00,61,15,46.82,21.02,6.557,12.88,12.4,13.37,3.32
2026-07-14 15:30:00,62,15,40.75,21.47,7.002,13.09,12.37,13.85,2.52
2026-07-14 15:45:00,63,15,44.42,22.03,7.561,12.94,12.37,13.54,2.9
2026-07-14 16:00:00,64,16,54.22,22.29,7.822,12.69,12.51,12.88,4.05
2026-07-14 16:15:00,65,16,70.5,22.8,8.333,12.35,11.92,12.8,5.89
2026-07-14 16:30:00,66,16,77.1,23.22,8.755,12.13,11.47,12.83,6.54
2026-07-14 16:45:00,67,16,93.16,23.7,9.233,11.53,10.37,12.82,8.01
2026-07-14 17:00:00,68,17,24.66,24.66,10.193,21.41,19.57,23.42,0.0
2026-07-14 17:15:00,69,17,24.94,24.94,10.475,19.62,17.95,21.45,0.0
2026-07-14 17:30:00,70,17,25.28,25.28,10.81,17.18,15.73,18.76,0.0
2026-07-14 17:45:00,71,17,25.64,25.64,11.169,17.09,15.66,18.65,0.0
2026-07-14 18:00:00,72,18,26.77,26.77,12.304,19.09,17.54,20.77,0.0
2026-07-14 18:15:00,73,18,26.81,26.81,12.339,19.11,17.57,20.79,0.0
2026-07-14 18:30:00,74,18,26.98,26.98,12.511,16.61,15.28,18.06,0.0
2026-07-14 18:45:00,75,18,27.08,27.08,12.61,14.53,13.37,15.8,0.0
2026-07-14 19:00:00,76,19,28.01,28.01,13.539,13.63,12.57,14.78,0.0
2026-07-14 19:15:00,77,19,150.0,27.83,13.364,12.11,9.55,15.37,14.8
2026-07-14 19:30:00,78,19,150.0,27.72,13.254,10.23,8.06,12.98,12.51
2026-07-14 19:45:00,79,19,150.0,27.74,13.275,9.8,7.72,12.43,11.98
2026-07-14 20:00:00,80,20,52.31,27.89,13.423,12.39,12.26,12.53,3.03
2026-07-14 20:15:00,81,20,42.91,27.61,13.142,13.74,13.38,14.1,2.1
2026-07-14 20:30:00,82,20,39.64,27.38,12.914,13.74,13.32,14.18,1.69
