hourstamp,actual_kwh,charged_price_ct,spot_ct
2026-06-09 00:00:00,3.508,42.78,9.396
2026-06-09 00:15:00,3.428,39.45,9.189
2026-06-09 00:30:00,0.742,38.35,9.061
2026-06-09 00:45:00,2.048,38.35,8.941
2026-06-09 01:00:00,0.261,38.35,8.811
2026-06-09 01:15:00,0.266,38.35,8.693
2026-06-09 01:30:00,0.235,38.35,8.646
2026-06-09 01:45:00,0.283,38.35,8.578
2026-06-09 02:00:00,0.262,38.35,8.532
2026-06-09 02:15:00,0.647,38.35,8.466
2026-06-09 02:30:00,1.836,38.35,8.456
2026-06-09 02:45:00,1.181,38.35,8.441
2026-06-09 03:00:00,0.53,38.35,8.353
2026-06-09 03:15:00,0.268,38.35,8.362
2026-06-09 03:30:00,0.26,38.35,8.417
2026-06-09 03:45:00,0.335,38.35,8.468
2026-06-09 04:00:00,0.25,38.35,8.461
2026-06-09 04:15:00,0.299,38.35,8.543
2026-06-09 04:30:00,0.237,38.35,8.719
2026-06-09 04:45:00,1.192,38.35,8.932
2026-06-09 05:00:00,0.895,38.35,8.963
2026-06-09 05:15:00,0.291,38.35,9.305
2026-06-09 05:30:00,0.243,38.35,9.594
2026-06-09 05:45:00,1.703,38.35,9.962
2026-06-09 06:00:00,4.225,43.8,10.59
2026-06-09 06:15:00,3.674,44.08,10.924
2026-06-09 06:30:00,4.007,41.09,11.065
2026-06-09 06:45:00,3.541,44.21,11.074
2026-06-09 07:00:00,2.512,48.09,12.011
2026-06-09 07:15:00,2.929,51.06,11.861
2026-06-09 07:30:00,8.961,60.2,11.668
2026-06-09 07:45:00,14.133,63.0,11.243
2026-06-09 08:00:00,13.853,63.3,11.68
2026-06-09 08:15:00,8.48,59.8,11.12
2026-06-09 08:30:00,5.275,56.33,10.64
2026-06-09 08:45:00,7.742,59.02,10.046
2026-06-09 09:00:00,8.012,58.71,9.615
2026-06-09 09:15:00,7.355,58.26,8.993
2026-06-09 09:30:00,8.013,57.94,8.56
2026-06-09 09:45:00,7.59,57.64,8.134
2026-06-09 10:00:00,7.145,57.15,7.465
2026-06-09 10:15:00,8.694,56.88,7.086
2026-06-09 10:30:00,7.2,53.48,6.845
2026-06-09 10:45:00,8.924,56.52,6.591
2026-06-09 11:00:00,7.127,59.34,6.024
2026-06-09 11:15:00,6.346,59.2,5.817
2026-06-09 11:30:00,8.696,59.12,5.712
2026-06-09 11:45:00,7.258,62.29,5.597
2026-06-09 12:00:00,6.266,65.22,5.1
2026-06-09 12:15:00,8.646,61.87,4.975
2026-06-09 12:30:00,6.06,61.86,4.953
2026-06-09 12:45:00,7.219,61.83,4.905
2026-06-09 13:00:00,7.859,58.24,4.449
2026-06-09 13:15:00,7.518,58.34,4.597
2026-06-09 13:30:00,7.402,61.7,4.726
2026-06-09 13:45:00,8.555,61.83,4.917
2026-06-09 14:00:00,8.629,61.71,4.731
2026-06-09 14:15:00,7.01,58.69,5.091
2026-06-09 14:30:00,8.414,55.7,5.465
2026-06-09 14:45:00,5.843,59.26,5.906
2026-06-09 15:00:00,7.614,59.34,6.02
2026-06-09 15:15:00,11.526,59.72,6.557
2026-06-09 15:30:00,9.909,60.03,7.002
2026-06-09 15:45:00,8.833,60.42,7.561
2026-06-09 16:00:00,9.763,63.79,7.822
2026-06-09 16:15:00,9.641,64.14,8.333
2026-06-09 16:30:00,11.603,64.42,8.755
2026-06-09 16:45:00,10.58,67.9,9.233
2026-06-09 17:00:00,23.0,68.53,10.193
2026-06-09 17:15:00,16.059,65.59,10.475
2026-06-09 17:30:00,15.361,65.81,10.81
2026-06-09 17:45:00,13.04,66.05,11.169
2026-06-09 18:00:00,13.897,66.82,12.304
2026-06-09 18:15:00,16.045,66.84,12.339
2026-06-09 18:30:00,12.667,66.96,12.511
2026-06-09 18:45:00,16.306,63.95,12.61
2026-06-09 19:00:00,11.93,64.6,13.539
2026-06-09 19:15:00,10.873,61.43,13.364
2026-06-09 19:30:00,9.142,61.35,13.254
2026-06-09 19:45:00,9.405,61.36,13.275
2026-06-09 20:00:00,8.118,58.42,13.423
2026-06-09 20:15:00,5.81,55.15,13.142
2026-06-09 20:30:00,5.534,54.97,12.914
2026-06-09 20:45:00,5.669,54.69,12.56
2026-06-09 21:00:00,6.524,57.57,12.291
2026-06-09 21:15:00,6.242,57.24,11.849
2026-06-09 21:30:00,5.686,57.03,11.572
2026-06-09 21:45:00,5.287,56.75,11.198
2026-06-09 22:00:00,5.412,56.61,11.015
2026-06-09 22:15:00,3.89,50.05,10.599
2026-06-09 22:30:00,3.492,46.75,10.386
2026-06-09 22:45:00,2.624,46.47,10.045
2026-06-09 23:00:00,3.065,46.35,9.894
2026-06-09 23:15:00,2.692,46.13,9.637
2026-06-09 23:30:00,2.547,42.83,9.456
2026-06-09 23:45:00,1.922,42.67,9.258
