hourstamp,actual_kwh,charged_price_ct,spot_ct
2026-06-12 00:00:00,3.372,39.63,9.396
2026-06-12 00:15:00,2.053,38.35,9.189
2026-06-12 00:30:00,3.841,38.35,9.061
2026-06-12 00:45:00,3.633,42.4,8.941
2026-06-12 01:00:00,2.559,38.35,8.811
2026-06-12 01:15:00,3.355,38.35,8.693
2026-06-12 01:30:00,3.293,38.97,8.646
2026-06-12 01:45:00,1.521,38.35,8.578
2026-06-12 02:00:00,0.348,38.35,8.532
2026-06-12 02:15:00,0.427,38.35,8.466
2026-06-12 02:30:00,0.401,38.35,8.456
2026-06-12 02:45:00,0.318,38.35,8.441
2026-06-12 03:00:00,0.397,38.35,8.353
2026-06-12 03:15:00,0.325,38.35,8.362
2026-06-12 03:30:00,0.347,38.35,8.417
2026-06-12 03:45:00,0.952,38.35,8.468
2026-06-12 04:00:00,0.852,38.35,8.461
2026-06-12 04:15:00,0.699,38.35,8.543
2026-06-12 04:30:00,0.354,38.35,8.719
2026-06-12 04:45:00,0.326,38.35,8.932
2026-06-12 05:00:00,0.345,38.35,8.963
2026-06-12 05:15:00,0.323,38.35,9.305
2026-06-12 05:30:00,0.274,38.35,9.594
2026-06-12 05:45:00,0.799,38.35,9.962
2026-06-12 06:00:00,1.334,38.35,10.59
2026-06-12 06:15:00,2.356,38.35,10.924
2026-06-12 06:30:00,4.094,44.2,11.065
2026-06-12 06:45:00,6.577,47.32,11.074
2026-06-12 07:00:00,3.36,51.18,12.011
2026-06-12 07:15:00,5.082,54.15,11.861
2026-06-12 07:30:00,6.964,57.1,11.668
2026-06-12 07:45:00,9.974,59.89,11.243
2026-06-12 08:00:00,12.695,60.21,11.68
2026-06-12 08:15:00,11.548,62.91,11.12
2026-06-12 08:30:00,15.508,62.57,10.64
2026-06-12 08:45:00,12.835,62.16,10.046
2026-06-12 09:00:00,16.205,65.0,9.615
2026-06-12 09:15:00,13.227,64.58,8.993
2026-06-12 09:30:00,13.012,61.12,8.56
2026-06-12 09:45:00,9.44,60.82,8.134
2026-06-12 10:00:00,11.593,60.35,7.465
2026-06-12 10:15:00,11.65,63.3,7.086
2026-06-12 10:30:00,11.402,63.13,6.845
2026-06-12 10:45:00,9.566,62.96,6.591
2026-06-12 11:00:00,9.731,62.58,6.024
2026-06-12 11:15:00,8.61,62.44,5.817
2026-06-12 11:30:00,10.391,62.37,5.712
2026-06-12 11:45:00,10.007,65.54,5.597
2026-06-12 12:00:00,10.478,61.96,5.1
2026-06-12 12:15:00,10.603,65.14,4.975
2026-06-12 12:30:00,9.504,65.12,4.953
2026-06-12 12:45:00,11.018,61.83,4.905
2026-06-12 13:00:00,9.907,61.52,4.449
2026-06-12 13:15:00,8.204,61.62,4.597
2026-06-12 13:30:00,11.883,61.7,4.726
2026-06-12 13:45:00,8.442,65.1,4.917
2026-06-12 14:00:00,9.848,61.71,4.731
2026-06-12 14:15:00,8.604,65.21,5.091
2026-06-12 14:30:00,11.451,62.2,5.465
2026-06-12 14:45:00,10.475,62.5,5.906
2026-06-12 15:00:00,12.287,62.58,6.02
2026-06-12 15:15:00,14.65,66.17,6.557
2026-06-12 15:30:00,14.017,66.45,7.002
2026-06-12 15:45:00,12.47,66.82,7.561
2026-06-12 16:00:00,19.478,66.99,7.822
2026-06-12 16:15:00,16.741,67.32,8.333
2026-06-12 16:30:00,15.741,67.59,8.755
2026-06-12 16:45:00,12.411,67.9,9.233
2026-06-12 17:00:00,20.578,65.39,10.193
2026-06-12 17:15:00,13.873,65.59,10.475
2026-06-12 17:30:00,15.68,65.81,10.81
2026-06-12 17:45:00,13.277,66.05,11.169
2026-06-12 18:00:00,16.844,66.82,12.304
2026-06-12 18:15:00,16.968,63.76,12.339
2026-06-12 18:30:00,12.19,63.88,12.511
2026-06-12 18:45:00,11.851,63.95,12.61
2026-06-12 19:00:00,9.295,61.55,13.539
2026-06-12 19:15:00,10.072,61.43,13.364
2026-06-12 19:30:00,7.325,58.29,13.254
2026-06-12 19:45:00,6.822,55.25,13.275
2026-06-12 20:00:00,9.412,58.42,13.423
2026-06-12 20:15:00,8.0,58.21,13.142
2026-06-12 20:30:00,9.13,54.97,12.914
2026-06-12 20:45:00,6.94,57.77,12.56
2026-06-12 21:00:00,8.503,57.57,12.291
2026-06-12 21:15:00,7.612,57.24,11.849
2026-06-12 21:30:00,8.376,57.03,11.572
2026-06-12 21:45:00,6.334,56.75,11.198
2026-06-12 22:00:00,5.166,53.5,11.015
2026-06-12 22:15:00,4.262,50.05,10.599
2026-06-12 22:30:00,4.269,43.62,10.386
2026-06-12 22:45:00,3.778,46.47,10.045
2026-06-12 23:00:00,4.747,52.63,9.894
2026-06-12 23:15:00,2.656,42.99,9.637
2026-06-12 23:30:00,2.818,45.99,9.456
2026-06-12 23:45:00,3.364,45.82,9.258
