hourstamp,actual_kwh,charged_price_ct,spot_ct
2026-06-14 00:00:00,6.007,39.63,9.396
2026-06-14 00:15:00,1.742,38.35,9.189
2026-06-14 00:30:00,2.837,38.35,9.061
2026-06-14 00:45:00,3.308,38.35,8.941
2026-06-14 01:00:00,3.59,38.35,8.811
2026-06-14 01:15:00,0.991,38.35,8.693
2026-06-14 01:30:00,0.59,38.35,8.646
2026-06-14 01:45:00,0.375,38.35,8.578
2026-06-14 02:00:00,0.315,38.35,8.532
2026-06-14 02:15:00,0.365,38.35,8.466
2026-06-14 02:30:00,0.333,38.35,8.456
2026-06-14 02:45:00,0.862,38.35,8.441
2026-06-14 03:00:00,1.229,38.35,8.353
2026-06-14 03:15:00,2.564,38.35,8.362
2026-06-14 03:30:00,1.808,38.35,8.417
2026-06-14 03:45:00,0.403,38.35,8.468
2026-06-14 04:00:00,0.396,38.35,8.461
2026-06-14 04:15:00,0.327,38.35,8.543
2026-06-14 04:30:00,0.367,38.35,8.719
2026-06-14 04:45:00,0.435,38.35,8.932
2026-06-14 05:00:00,0.332,38.35,8.963
2026-06-14 05:15:00,0.432,38.35,9.305
2026-06-14 05:30:00,0.334,38.35,9.594
2026-06-14 05:45:00,0.28,38.35,9.962
2026-06-14 06:00:00,0.765,38.35,10.59
2026-06-14 06:15:00,1.676,38.35,10.924
2026-06-14 06:30:00,3.104,38.35,11.065
2026-06-14 06:45:00,2.456,38.35,11.074
2026-06-14 07:00:00,0.351,38.35,12.011
2026-06-14 07:15:00,0.783,38.35,11.861
2026-06-14 07:30:00,2.012,44.71,11.668
2026-06-14 07:45:00,3.37,47.46,11.243
2026-06-14 08:00:00,7.521,54.01,11.68
2026-06-14 08:15:00,9.064,56.69,11.12
2026-06-14 08:30:00,11.991,59.45,10.64
2026-06-14 08:45:00,14.156,62.16,10.046
2026-06-14 09:00:00,17.97,65.0,9.615
2026-06-14 09:15:00,13.921,64.58,8.993
2026-06-14 09:30:00,14.731,61.12,8.56
2026-06-14 09:45:00,13.209,60.82,8.134
2026-06-14 10:00:00,13.687,63.55,7.465
2026-06-14 10:15:00,11.267,66.51,7.086
2026-06-14 10:30:00,9.964,66.35,6.845
2026-06-14 10:45:00,13.186,66.19,6.591
2026-06-14 11:00:00,12.86,65.82,6.024
2026-06-14 11:15:00,13.369,65.68,5.817
2026-06-14 11:30:00,9.766,65.62,5.712
2026-06-14 11:45:00,14.187,62.29,5.597
2026-06-14 12:00:00,13.222,65.22,5.1
2026-06-14 12:15:00,14.622,65.14,4.975
2026-06-14 12:30:00,13.312,65.12,4.953
2026-06-14 12:45:00,11.638,65.09,4.905
2026-06-14 13:00:00,18.012,64.79,4.449
2026-06-14 13:15:00,13.284,68.16,4.597
2026-06-14 13:30:00,12.658,68.24,4.726
2026-06-14 13:45:00,10.477,68.36,4.917
2026-06-14 14:00:00,16.596,64.98,4.731
2026-06-14 14:15:00,10.325,65.21,5.091
2026-06-14 14:30:00,12.744,65.45,5.465
2026-06-14 14:45:00,14.614,65.74,5.906
2026-06-14 15:00:00,20.162,69.05,6.02
2026-06-14 15:15:00,19.309,66.17,6.557
2026-06-14 15:30:00,17.022,66.45,7.002
2026-06-14 15:45:00,23.056,66.82,7.561
2026-06-14 16:00:00,21.06,66.99,7.822
2026-06-14 16:15:00,17.46,67.32,8.333
2026-06-14 16:30:00,19.261,67.59,8.755
2026-06-14 16:45:00,18.547,64.75,9.233
2026-06-14 17:00:00,19.307,65.39,10.193
2026-06-14 17:15:00,21.393,65.59,10.475
2026-06-14 17:30:00,23.232,65.81,10.81
2026-06-14 17:45:00,23.454,66.05,11.169
2026-06-14 18:00:00,23.011,63.74,12.304
2026-06-14 18:15:00,23.357,66.84,12.339
2026-06-14 18:30:00,17.066,63.88,12.511
2026-06-14 18:45:00,17.415,63.95,12.61
2026-06-14 19:00:00,18.529,64.6,13.539
2026-06-14 19:15:00,16.448,61.43,13.364
2026-06-14 19:30:00,15.504,61.35,13.254
2026-06-14 19:45:00,11.019,61.36,13.275
2026-06-14 20:00:00,12.443,58.42,13.423
2026-06-14 20:15:00,10.398,61.27,13.142
2026-06-14 20:30:00,10.574,61.1,12.914
2026-06-14 20:45:00,7.522,57.77,12.56
2026-06-14 21:00:00,8.637,54.49,12.291
2026-06-14 21:15:00,6.898,54.14,11.849
2026-06-14 21:30:00,9.327,53.93,11.572
2026-06-14 21:45:00,6.186,50.53,11.198
2026-06-14 22:00:00,8.287,50.38,11.015
2026-06-14 22:15:00,4.709,50.05,10.599
2026-06-14 22:30:00,5.713,53.01,10.386
2026-06-14 22:45:00,6.751,49.61,10.045
2026-06-14 23:00:00,7.219,49.49,9.894
2026-06-14 23:15:00,3.538,42.99,9.637
2026-06-14 23:30:00,2.899,38.35,9.456
2026-06-14 23:45:00,3.037,42.67,9.258
