hourstamp,actual_kwh,charged_price_ct,spot_ct
2026-06-01 00:00:00,4.36,45.94,9.396
2026-06-01 00:15:00,3.365,42.61,9.189
2026-06-01 00:30:00,2.25,38.35,9.061
2026-06-01 00:45:00,0.533,38.35,8.941
2026-06-01 01:00:00,0.491,38.35,8.811
2026-06-01 01:15:00,0.298,38.35,8.693
2026-06-01 01:30:00,0.436,38.35,8.646
2026-06-01 01:45:00,0.347,38.35,8.578
2026-06-01 02:00:00,0.37,38.35,8.532
2026-06-01 02:15:00,0.342,38.35,8.466
2026-06-01 02:30:00,0.314,38.35,8.456
2026-06-01 02:45:00,0.398,38.35,8.441
2026-06-01 03:00:00,0.334,38.35,8.353
2026-06-01 03:15:00,0.348,38.35,8.362
2026-06-01 03:30:00,0.324,38.35,8.417
2026-06-01 03:45:00,0.535,38.35,8.468
2026-06-01 04:00:00,0.456,38.35,8.461
2026-06-01 04:15:00,0.376,38.35,8.543
2026-06-01 04:30:00,0.535,38.35,8.719
2026-06-01 04:45:00,1.265,38.35,8.932
2026-06-01 05:00:00,0.417,38.35,8.963
2026-06-01 05:15:00,0.696,38.35,9.305
2026-06-01 05:30:00,0.349,38.35,9.594
2026-06-01 05:45:00,1.329,38.35,9.962
2026-06-01 06:00:00,2.732,38.35,10.59
2026-06-01 06:15:00,3.287,38.35,10.924
2026-06-01 06:30:00,4.827,44.2,11.065
2026-06-01 06:45:00,4.004,50.43,11.074
2026-06-01 07:00:00,3.794,51.18,12.011
2026-06-01 07:15:00,3.817,54.15,11.861
2026-06-01 07:30:00,5.549,57.1,11.668
2026-06-01 07:45:00,11.217,63.0,11.243
2026-06-01 08:00:00,11.782,63.3,11.68
2026-06-01 08:15:00,12.314,62.91,11.12
2026-06-01 08:30:00,7.686,62.57,10.64
2026-06-01 08:45:00,10.527,62.16,10.046
2026-06-01 09:00:00,12.437,61.86,9.615
2026-06-01 09:15:00,12.255,64.58,8.993
2026-06-01 09:30:00,13.543,64.29,8.56
2026-06-01 09:45:00,6.86,60.82,8.134
2026-06-01 10:00:00,7.199,63.55,7.465
2026-06-01 10:15:00,8.169,63.3,7.086
2026-06-01 10:30:00,7.204,63.13,6.845
2026-06-01 10:45:00,8.052,59.74,6.591
2026-06-01 11:00:00,6.506,62.58,6.024
2026-06-01 11:15:00,9.815,62.44,5.817
2026-06-01 11:30:00,9.4,62.37,5.712
2026-06-01 11:45:00,7.351,62.29,5.597
2026-06-01 12:00:00,7.241,65.22,5.1
2026-06-01 12:15:00,6.91,65.14,4.975
2026-06-01 12:30:00,7.566,65.12,4.953
2026-06-01 12:45:00,5.696,61.83,4.905
2026-06-01 13:00:00,7.87,58.24,4.449
2026-06-01 13:15:00,8.625,61.62,4.597
2026-06-01 13:30:00,9.266,64.97,4.726
2026-06-01 13:45:00,9.327,65.1,4.917
2026-06-01 14:00:00,8.57,64.98,4.731
2026-06-01 14:15:00,7.975,61.95,5.091
2026-06-01 14:30:00,7.063,65.45,5.465
2026-06-01 14:45:00,9.122,62.5,5.906
2026-06-01 15:00:00,9.629,62.58,6.02
2026-06-01 15:15:00,9.405,66.17,6.557
2026-06-01 15:30:00,9.695,63.24,7.002
2026-06-01 15:45:00,12.181,63.62,7.561
2026-06-01 16:00:00,12.581,63.79,7.822
2026-06-01 16:15:00,10.674,67.32,8.333
2026-06-01 16:30:00,12.955,64.42,8.755
2026-06-01 16:45:00,12.099,64.75,9.233
2026-06-01 17:00:00,20.68,68.53,10.193
2026-06-01 17:15:00,19.793,68.71,10.475
2026-06-01 17:30:00,18.727,68.93,10.81
2026-06-01 17:45:00,13.4,69.16,11.169
2026-06-01 18:00:00,21.302,69.9,12.304
2026-06-01 18:15:00,17.479,69.92,12.339
2026-06-01 18:30:00,18.533,66.96,12.511
2026-06-01 18:45:00,15.455,67.03,12.61
2026-06-01 19:00:00,13.002,64.6,13.539
2026-06-01 19:15:00,13.192,67.54,13.364
2026-06-01 19:30:00,19.428,67.46,13.254
2026-06-01 19:45:00,11.784,64.42,13.275
2026-06-01 20:00:00,9.952,64.52,13.423
2026-06-01 20:15:00,10.592,64.33,13.142
2026-06-01 20:30:00,7.65,61.1,12.914
2026-06-01 20:45:00,8.171,57.77,12.56
2026-06-01 21:00:00,4.063,57.57,12.291
2026-06-01 21:15:00,5.237,57.24,11.849
2026-06-01 21:30:00,4.636,53.93,11.572
2026-06-01 21:45:00,4.215,53.64,11.198
2026-06-01 22:00:00,3.703,50.38,11.015
2026-06-01 22:15:00,3.085,46.93,10.599
2026-06-01 22:30:00,3.003,49.88,10.386
2026-06-01 22:45:00,3.759,46.47,10.045
2026-06-01 23:00:00,2.92,46.35,9.894
2026-06-01 23:15:00,2.933,46.13,9.637
2026-06-01 23:30:00,3.555,49.14,9.456
2026-06-01 23:45:00,3.052,45.82,9.258
