hourstamp,actual_kwh,charged_price_ct,spot_ct
2026-07-18 00:00:00,4.248,39.63,9.396
2026-07-18 00:15:00,3.699,38.35,9.189
2026-07-18 00:30:00,1.84,38.35,9.061
2026-07-18 00:45:00,0.499,38.35,8.941
2026-07-18 01:00:00,2.838,38.35,8.811
2026-07-18 01:15:00,3.683,39.01,8.693
2026-07-18 01:30:00,3.898,38.97,8.646
2026-07-18 01:45:00,2.502,38.35,8.578
2026-07-18 02:00:00,2.435,38.35,8.532
2026-07-18 02:15:00,3.868,41.99,8.466
2026-07-18 02:30:00,3.918,38.81,8.456
2026-07-18 02:45:00,1.55,38.35,8.441
2026-07-18 03:00:00,0.452,38.35,8.353
2026-07-18 03:15:00,0.362,38.35,8.362
2026-07-18 03:30:00,0.358,38.35,8.417
2026-07-18 03:45:00,0.344,38.35,8.468
2026-07-18 04:00:00,0.392,38.35,8.461
2026-07-18 04:15:00,0.346,38.35,8.543
2026-07-18 04:30:00,0.455,38.35,8.719
2026-07-18 04:45:00,0.478,38.35,8.932
2026-07-18 05:00:00,1.722,38.35,8.963
2026-07-18 05:15:00,1.637,38.35,9.305
2026-07-18 05:30:00,0.811,38.35,9.594
2026-07-18 05:45:00,0.783,38.35,9.962
2026-07-18 06:00:00,0.554,38.35,10.59
2026-07-18 06:15:00,0.739,38.35,10.924
2026-07-18 06:30:00,3.798,38.35,11.065
2026-07-18 06:45:00,7.509,44.21,11.074
2026-07-18 07:00:00,2.648,48.09,12.011
2026-07-18 07:15:00,4.159,51.06,11.861
2026-07-18 07:30:00,5.391,54.0,11.668
2026-07-18 07:45:00,5.053,53.67,11.243
2026-07-18 08:00:00,7.536,57.11,11.68
2026-07-18 08:15:00,9.274,59.8,11.12
2026-07-18 08:30:00,12.005,62.57,10.64
2026-07-18 08:45:00,15.151,62.16,10.046
2026-07-18 09:00:00,14.078,65.0,9.615
2026-07-18 09:15:00,15.251,64.58,8.993
2026-07-18 09:30:00,14.838,64.29,8.56
2026-07-18 09:45:00,15.035,64.01,8.134
2026-07-18 10:00:00,11.928,63.55,7.465
2026-07-18 10:15:00,9.255,66.51,7.086
2026-07-18 10:30:00,11.687,63.13,6.845
2026-07-18 10:45:00,8.203,66.19,6.591
2026-07-18 11:00:00,11.676,65.82,6.024
2026-07-18 11:15:00,8.959,65.68,5.817
2026-07-18 11:30:00,11.892,65.62,5.712
2026-07-18 11:45:00,11.381,65.54,5.597
2026-07-18 12:00:00,10.142,65.22,5.1
2026-07-18 12:15:00,10.272,65.14,4.975
2026-07-18 12:30:00,9.691,65.12,4.953
2026-07-18 12:45:00,10.866,65.09,4.905
2026-07-18 13:00:00,9.157,64.79,4.449
2026-07-18 13:15:00,15.09,64.89,4.597
2026-07-18 13:30:00,10.501,64.97,4.726
2026-07-18 13:45:00,10.817,65.1,4.917
2026-07-18 14:00:00,9.383,64.98,4.731
2026-07-18 14:15:00,8.53,65.21,5.091
2026-07-18 14:30:00,9.574,65.45,5.465
2026-07-18 14:45:00,10.289,65.74,5.906
2026-07-18 15:00:00,13.388,65.82,6.02
2026-07-18 15:15:00,16.216,66.17,6.557
2026-07-18 15:30:00,17.094,66.45,7.002
2026-07-18 15:45:00,18.632,63.62,7.561
2026-07-18 16:00:00,13.293,63.79,7.822
2026-07-18 16:15:00,13.754,64.14,8.333
2026-07-18 16:30:00,14.496,64.42,8.755
2026-07-18 16:45:00,12.64,64.75,9.233
2026-07-18 17:00:00,13.619,62.26,10.193
2026-07-18 17:15:00,16.347,62.46,10.475
2026-07-18 17:30:00,11.182,59.57,10.81
2026-07-18 17:45:00,15.564,62.94,11.169
2026-07-18 18:00:00,12.845,60.66,12.304
2026-07-18 18:15:00,13.153,60.68,12.339
2026-07-18 18:30:00,13.638,63.88,12.511
2026-07-18 18:45:00,16.19,63.95,12.61
2026-07-18 19:00:00,13.175,61.55,13.539
2026-07-18 19:15:00,8.493,58.37,13.364
2026-07-18 19:30:00,8.651,58.29,13.254
2026-07-18 19:45:00,9.345,58.31,13.275
2026-07-18 20:00:00,8.89,58.42,13.423
2026-07-18 20:15:00,9.709,58.21,13.142
2026-07-18 20:30:00,12.322,58.03,12.914
2026-07-18 20:45:00,9.076,57.77,12.56
2026-07-18 21:00:00,10.264,57.57,12.291
2026-07-18 21:15:00,6.527,54.14,11.849
2026-07-18 21:30:00,5.304,53.93,11.572
2026-07-18 21:45:00,6.174,53.64,11.198
2026-07-18 22:00:00,6.503,53.5,11.015
2026-07-18 22:15:00,5.597,53.18,10.599
2026-07-18 22:30:00,5.502,53.01,10.386
2026-07-18 22:45:00,3.149,46.47,10.045
2026-07-18 23:00:00,3.312,46.35,9.894
2026-07-18 23:15:00,4.274,46.13,9.637
2026-07-18 23:30:00,4.363,49.14,9.456
2026-07-18 23:45:00,3.417,45.82,9.258
