hourstamp,actual_kwh,charged_price_ct,spot_ct
2026-08-28 00:00:00,3.812,39.63,9.396
2026-08-28 00:15:00,2.483,38.35,9.189
2026-08-28 00:30:00,3.994,38.35,9.061
2026-08-28 00:45:00,4.654,42.4,8.941
2026-08-28 01:00:00,3.442,38.35,8.811
2026-08-28 01:15:00,3.554,38.35,8.693
2026-08-28 01:30:00,3.986,38.97,8.646
2026-08-28 01:45:00,2.003,38.35,8.578
2026-08-28 02:00:00,0.421,38.35,8.532
2026-08-28 02:15:00,0.45,38.35,8.466
2026-08-28 02:30:00,0.443,38.35,8.456
2026-08-28 02:45:00,0.576,38.35,8.441
2026-08-28 03:00:00,0.478,38.35,8.353
2026-08-28 03:15:00,0.446,38.35,8.362
2026-08-28 03:30:00,0.401,38.35,8.417
2026-08-28 03:45:00,1.415,38.35,8.468
2026-08-28 04:00:00,1.27,38.35,8.461
2026-08-28 04:15:00,0.744,38.35,8.543
2026-08-28 04:30:00,0.473,38.35,8.719
2026-08-28 04:45:00,0.47,38.35,8.932
2026-08-28 05:00:00,0.439,38.35,8.963
2026-08-28 05:15:00,0.494,38.35,9.305
2026-08-28 05:30:00,0.428,38.35,9.594
2026-08-28 05:45:00,0.945,38.35,9.962
2026-08-28 06:00:00,1.664,38.35,10.59
2026-08-28 06:15:00,4.054,38.35,10.924
2026-08-28 06:30:00,4.571,44.2,11.065
2026-08-28 06:45:00,7.098,47.32,11.074
2026-08-28 07:00:00,3.531,51.18,12.011
2026-08-28 07:15:00,7.124,54.15,11.861
2026-08-28 07:30:00,9.063,57.1,11.668
2026-08-28 07:45:00,12.716,59.89,11.243
2026-08-28 08:00:00,12.198,60.21,11.68
2026-08-28 08:15:00,16.362,62.91,11.12
2026-08-28 08:30:00,16.881,62.57,10.64
2026-08-28 08:45:00,15.461,62.16,10.046
2026-08-28 09:00:00,18.692,65.0,9.615
2026-08-28 09:15:00,15.127,64.58,8.993
2026-08-28 09:30:00,17.104,61.12,8.56
2026-08-28 09:45:00,16.677,60.82,8.134
2026-08-28 10:00:00,14.693,60.35,7.465
2026-08-28 10:15:00,12.783,63.3,7.086
2026-08-28 10:30:00,12.537,63.13,6.845
2026-08-28 10:45:00,12.766,62.96,6.591
2026-08-28 11:00:00,11.06,62.58,6.024
2026-08-28 11:15:00,11.198,62.44,5.817
2026-08-28 11:30:00,12.291,62.37,5.712
2026-08-28 11:45:00,11.19,65.54,5.597
2026-08-28 12:00:00,8.786,61.96,5.1
2026-08-28 12:15:00,10.928,65.14,4.975
2026-08-28 12:30:00,12.899,65.12,4.953
2026-08-28 12:45:00,12.442,61.83,4.905
2026-08-28 13:00:00,11.604,61.52,4.449
2026-08-28 13:15:00,12.177,61.62,4.597
2026-08-28 13:30:00,13.479,61.7,4.726
2026-08-28 13:45:00,8.736,65.1,4.917
2026-08-28 14:00:00,11.13,61.71,4.731
2026-08-28 14:15:00,12.204,65.21,5.091
2026-08-28 14:30:00,15.532,62.2,5.465
2026-08-28 14:45:00,17.422,62.5,5.906
2026-08-28 15:00:00,18.809,62.58,6.02
2026-08-28 15:15:00,18.786,66.17,6.557
2026-08-28 15:30:00,17.589,66.45,7.002
2026-08-28 15:45:00,19.04,66.82,7.561
2026-08-28 16:00:00,23.168,66.99,7.822
2026-08-28 16:15:00,21.201,67.32,8.333
2026-08-28 16:30:00,15.861,67.59,8.755
2026-08-28 16:45:00,19.048,67.9,9.233
2026-08-28 17:00:00,22.237,65.39,10.193
2026-08-28 17:15:00,17.675,65.59,10.475
2026-08-28 17:30:00,21.527,65.81,10.81
2026-08-28 17:45:00,23.386,66.05,11.169
2026-08-28 18:00:00,19.367,66.82,12.304
2026-08-28 18:15:00,14.843,63.76,12.339
2026-08-28 18:30:00,16.257,63.88,12.511
2026-08-28 18:45:00,13.698,63.95,12.61
2026-08-28 19:00:00,13.819,61.55,13.539
2026-08-28 19:15:00,14.144,61.43,13.364
2026-08-28 19:30:00,10.623,58.29,13.254
2026-08-28 19:45:00,8.277,55.25,13.275
2026-08-28 20:00:00,12.37,58.42,13.423
2026-08-28 20:15:00,6.247,58.21,13.142
2026-08-28 20:30:00,8.826,54.97,12.914
2026-08-28 20:45:00,8.101,57.77,12.56
2026-08-28 21:00:00,8.452,57.57,12.291
2026-08-28 21:15:00,10.327,57.24,11.849
2026-08-28 21:30:00,7.361,57.03,11.572
2026-08-28 21:45:00,9.911,56.75,11.198
2026-08-28 22:00:00,7.195,53.5,11.015
2026-08-28 22:15:00,6.107,50.05,10.599
2026-08-28 22:30:00,3.452,43.62,10.386
2026-08-28 22:45:00,4.309,46.47,10.045
2026-08-28 23:00:00,5.225,52.63,9.894
2026-08-28 23:15:00,3.915,42.99,9.637
2026-08-28 23:30:00,2.968,45.99,9.456
2026-08-28 23:45:00,4.568,45.82,9.258
