hourstamp,actual_kwh,charged_price_ct,spot_ct
2026-06-03 00:00:00,3.976,42.78,9.396
2026-06-03 00:15:00,2.86,38.35,9.189
2026-06-03 00:30:00,1.502,38.35,9.061
2026-06-03 00:45:00,0.227,38.35,8.941
2026-06-03 01:00:00,2.151,38.35,8.811
2026-06-03 01:15:00,1.015,38.35,8.693
2026-06-03 01:30:00,0.434,38.35,8.646
2026-06-03 01:45:00,1.581,38.35,8.578
2026-06-03 02:00:00,1.441,38.35,8.532
2026-06-03 02:15:00,2.022,38.35,8.466
2026-06-03 02:30:00,2.264,38.35,8.456
2026-06-03 02:45:00,0.489,38.35,8.441
2026-06-03 03:00:00,0.244,38.35,8.353
2026-06-03 03:15:00,0.604,38.35,8.362
2026-06-03 03:30:00,0.726,38.35,8.417
2026-06-03 03:45:00,1.011,38.35,8.468
2026-06-03 04:00:00,0.779,38.35,8.461
2026-06-03 04:15:00,0.594,38.35,8.543
2026-06-03 04:30:00,0.489,38.35,8.719
2026-06-03 04:45:00,0.37,38.35,8.932
2026-06-03 05:00:00,1.614,38.35,8.963
2026-06-03 05:15:00,0.389,38.35,9.305
2026-06-03 05:30:00,0.257,38.35,9.594
2026-06-03 05:45:00,0.323,38.35,9.962
2026-06-03 06:00:00,0.679,38.35,10.59
2026-06-03 06:15:00,3.218,40.97,10.924
2026-06-03 06:30:00,3.074,41.09,11.065
2026-06-03 06:45:00,3.336,41.1,11.074
2026-06-03 07:00:00,1.042,41.92,12.011
2026-06-03 07:15:00,2.428,47.97,11.861
2026-06-03 07:30:00,3.814,54.0,11.668
2026-06-03 07:45:00,7.986,59.89,11.243
2026-06-03 08:00:00,9.115,60.21,11.68
2026-06-03 08:15:00,7.557,59.8,11.12
2026-06-03 08:30:00,6.841,59.45,10.64
2026-06-03 08:45:00,6.22,59.02,10.046
2026-06-03 09:00:00,6.548,58.71,9.615
2026-06-03 09:15:00,7.842,58.26,8.993
2026-06-03 09:30:00,5.667,54.77,8.56
2026-06-03 09:45:00,7.64,57.64,8.134
2026-06-03 10:00:00,7.807,57.15,7.465
2026-06-03 10:15:00,10.251,56.88,7.086
2026-06-03 10:30:00,7.573,56.7,6.845
2026-06-03 10:45:00,8.62,56.52,6.591
2026-06-03 11:00:00,6.57,56.11,6.024
2026-06-03 11:15:00,6.658,55.95,5.817
2026-06-03 11:30:00,6.131,55.88,5.712
2026-06-03 11:45:00,6.703,55.8,5.597
2026-06-03 12:00:00,7.911,58.7,5.1
2026-06-03 12:15:00,9.275,58.61,4.975
2026-06-03 12:30:00,7.33,58.59,4.953
2026-06-03 12:45:00,8.326,58.56,4.905
2026-06-03 13:00:00,7.46,58.24,4.449
2026-06-03 13:15:00,6.525,58.34,4.597
2026-06-03 13:30:00,8.46,58.43,4.726
2026-06-03 13:45:00,5.344,58.57,4.917
2026-06-03 14:00:00,9.104,58.44,4.731
2026-06-03 14:15:00,7.039,58.69,5.091
2026-06-03 14:30:00,7.192,58.95,5.465
2026-06-03 14:45:00,8.031,62.5,5.906
2026-06-03 15:00:00,8.655,59.34,6.02
2026-06-03 15:15:00,8.306,59.72,6.557
2026-06-03 15:30:00,8.378,60.03,7.002
2026-06-03 15:45:00,7.371,60.42,7.561
2026-06-03 16:00:00,9.331,60.6,7.822
2026-06-03 16:15:00,9.622,64.14,8.333
2026-06-03 16:30:00,12.483,64.42,8.755
2026-06-03 16:45:00,13.254,64.75,9.233
2026-06-03 17:00:00,13.489,65.39,10.193
2026-06-03 17:15:00,18.328,65.59,10.475
2026-06-03 17:30:00,13.494,65.81,10.81
2026-06-03 17:45:00,18.312,66.05,11.169
2026-06-03 18:00:00,13.462,63.74,12.304
2026-06-03 18:15:00,8.307,63.76,12.339
2026-06-03 18:30:00,10.679,63.88,12.511
2026-06-03 18:45:00,13.337,63.95,12.61
2026-06-03 19:00:00,13.696,64.6,13.539
2026-06-03 19:15:00,13.252,64.48,13.364
2026-06-03 19:30:00,10.029,61.35,13.254
2026-06-03 19:45:00,10.68,61.36,13.275
2026-06-03 20:00:00,8.791,61.47,13.423
2026-06-03 20:15:00,7.188,61.27,13.142
2026-06-03 20:30:00,10.019,61.1,12.914
2026-06-03 20:45:00,8.464,57.77,12.56
2026-06-03 21:00:00,6.396,57.57,12.291
2026-06-03 21:15:00,4.539,57.24,11.849
2026-06-03 21:30:00,5.249,53.93,11.572
2026-06-03 21:45:00,4.536,50.53,11.198
2026-06-03 22:00:00,4.783,53.5,11.015
2026-06-03 22:15:00,3.247,50.05,10.599
2026-06-03 22:30:00,2.729,46.75,10.386
2026-06-03 22:45:00,2.562,43.33,10.045
2026-06-03 23:00:00,1.551,40.06,9.894
2026-06-03 23:15:00,1.765,39.84,9.637
2026-06-03 23:30:00,2.596,42.83,9.456
2026-06-03 23:45:00,2.825,42.67,9.258
